"infect","read.amt","pre.readf1","pre.readf2","pre.readf3","pre.readf4","pre.readf5","pre.readf6","post.readf1","post.readf2","post.readf3","post.readf4","post.readf5","post.readf6","stress.1","stress.2","stress.3","stress.4","stress.5","stu.engage.1","stu.engage.2","stu.engage.3","stu.engage.4","stu.itcap","learn.per1","learn.per2","gpax.y1","gpax.y2","gender","t.exp","t.itcap","climate.pro.1","climate.pro.2","climate.pro.3","climate.pro.4","climate.pro.5","climate.pro.6","t.mode","location","internet","it.equip"
2,"2","1","2","4","1","1","1","1","4","3","3","1","4","3","2","4","3","3","3","2","3","3","1",13.1,0.77,3.16,1.92,2,2,"2","1","1","3","1","2","1","1","กลาง",2,2
2,"3","2","1","1","4","3","1","1","4","4","3","1","4","3","2","3","3","2","5","4","4","5","2",11,13.61,3.23,2.88,2,2,"1","4","3","3","4","4","4","1","กลาง",2,1
2,"3","1","1","3","2","1","1","1","2","4","3","1","4","3","2","3","2","2","5","3","3","3","3",12.5,15.76,2.5,2.24,2,2,"3","5","5","5","5","5","5","1","กลาง",2,1
2,"3","2","3","4","1","1","1","1","1","4","2","1","4","3","2","3","3","2","3","3","3","3","2",15.1,14.99,3.86,3.77,2,1,"2","3","2","3","3","4","1","1","กลาง",2,2
2,"3","1","1","3","1","1","2","1","1","4","4","1","4","4","2","4","4","3","3","3","2","3","2",13.7,4.22,2.78,1.76,2,2,"3","4","3","3","5","5","5","1","กลาง",2,1
2,"3","1","4","1","4","1","3","1","4","3","4","1","4","3","2","3","2","2","5","5","4","5","3",15.1,19.51,3.49,3.47,1,2,"2","3","3","3","3","4","4","1","กลาง",2,2
2,"3","3","1","3","1","1","2","1","2","4","4","1","4","3","2","3","2","1","5","4","4","5","1",12.4,14.37,1.93,1.77,2,2,"1","1","1","3","3","2","1","1","กลาง",2,2
1,"2","2","4","4","1","1","1","1","2","4","4","1","4","3","2","3","2","1","5","3","4","5","3",15,16.36,3.15,3.13,1,3,"2","3","1","3","3","2","4","1","กลาง",2,1
2,"3","1","1","4","1","1","2","1","4","4","4","1","4","5","5","5","5","4","3","3","2","1","1",7.8,1.3,2.34,1.14,1,1,"3","1","1","1","1","1","1","1","กลาง",2,0
2,"3","1","1","4","3","1","1","1","4","4","3","1","4","2","2","3","2","1","5","5","5","5","3",15.3,19.63,2.65,2.62,1,3,"2","1","1","2","3","2","1","1","กลาง",1,0
1,"3","1","3","4","1","1","1","1","1","4","4","1","3","4","2","4","2","3","3","1","2","3","1",10.9,5.82,2.72,1.88,1,1,"2","1","1","1","1","2","1","1","กลาง",2,1
1,"3","2","3","1","3","1","2","1","1","4","4","1","4","5","5","4","5","5","3","2","2","2","1",12.3,0.82,2.95,1.65,2,3,"1","5","5","5","4","5","5","1","กลาง",2,1
2,"2","1","2","4","3","1","1","1","1","4","4","2","4","3","2","2","2","1","4","3","4","4","3",15.6,16.67,2.93,2.92,2,2,"2","5","5","3","4","5","5","1","กลาง",2,2
2,"3","1","1","2","4","1","2","1","2","4","3","1","4","4","3","4","5","4","5","3","4","5","2",14.4,5.42,3.52,2.7,1,2,"2","1","1","1","1","1","1","1","กลาง",2,1
2,"2","1","1","3","3","1","2","1","1","3","4","1","4","4","4","4","5","3","3","3","2","2","1",9.9,1.15,2.17,1.12,2,2,"3","5","5","5","5","5","5","1","กลาง",2,1
2,"3","1","4","3","3","1","1","1","2","4","3","1","4","4","3","4","4","4","5","4","4","4","1",10.3,2.27,2.32,1.2,2,3,"1","5","5","5","5","5","5","1","กลาง",2,1
2,"2","2","3","4","1","1","2","1","4","4","3","1","4","4","2","4","4","4","3","2","2","3","1",11.4,3.08,2.83,1.85,1,2,"3","5","3","3","4","2","2","1","กลาง",2,1
2,"3","1","3","4","2","1","3","1","4","4","3","1","4","2","1","3","2","1","5","5","4","5","3",10.7,15.89,2.85,2.72,1,2,"2","3","2","3","3","2","1","1","กลาง",2,1
1,"3","1","3","1","2","1","2","1","1","3","4","2","4","2","1","2","2","1","5","5","5","5","3",16.6,18.86,2.57,2.49,1,1,"1","1","1","1","1","1","1","1","กลาง",2,3
1,"3","2","1","2","1","1","2","1","2","4","4","1","4","2","1","2","1","1","5","5","5","5","3",9.2,19.58,1.73,1.72,2,2,"3","5","5","5","5","5","5","1","กลาง",2,2
2,"2","1","4","1","1","1","1","1","3","4","4","1","4","1","1","3","2","1","5","5","4","5","3",8,19.76,2.52,2.51,2,2,"1","3","3","3","4","2","1","1","กลาง",1,1
2,"2","3","1","2","1","1","3","1","4","4","4","1","4","4","3","4","4","4","3","2","3","4","1",15,9.87,3.17,2.58,2,1,"1","1","1","1","1","1","1","1","กลาง",2,1
2,"3","1","3","2","1","1","2","1","4","3","2","1","4","4","5","4","5","5","3","3","3","3","1",8.5,2.02,2.31,1.18,2,1,"2","1","1","2","1","1","1","1","กลาง",2,0
2,"3","1","4","3","4","1","1","1","4","4","3","1","4","3","2","4","3","3","3","4","4","3","2",15.4,15,3.86,3.54,1,1,"2","1","1","1","1","1","1","1","กลาง",2,1
2,"2","1","2","4","2","1","2","1","4","4","4","1","4","4","2","4","4","3","3","2","3","2","2",12.9,3.05,2.54,1.63,2,2,"2","3","1","3","3","4","1","1","กลาง",2,0
2,"4","1","4","2","1","1","2","1","2","4","4","1","4","4","4","4","4","3","5","4","3","5","2",15.9,11.55,3.11,2.63,2,3,"3","5","5","5","5","5","5","1","กลาง",2,1
1,"2","1","2","4","2","1","2","1","2","4","1","1","3","4","4","4","5","4","3","2","1","2","1",16,4.43,3,2,1,1,"1","1","1","1","1","1","1","1","กลาง",2,0
2,"2","1","2","3","1","1","1","1","1","4","4","1","4","3","2","3","2","1","4","4","4","4","3",7.7,16.23,2.71,2.6,1,1,"2","1","1","1","1","1","1","1","กลาง",2,0
2,"3","1","4","4","1","1","4","1","1","3","4","1","4","3","2","4","4","3","3","2","3","2","1",12,4.28,2.93,2.04,1,1,"2","1","1","2","1","1","1","1","กลาง",2,1
2,"3","1","3","3","1","1","1","1","2","4","4","1","2","2","2","3","2","1","5","5","4","5","3",11.9,18.78,3.34,3.23,2,2,"2","5","5","5","5","5","5","1","กลาง",2,2
2,"3","1","4","1","1","1","4","1","1","4","4","1","4","5","4","4","5","3","3","3","3","4","1",13.5,4.83,3.14,2.1,2,2,"2","5","3","5","5","4","4","1","กลาง",2,1
2,"3","1","3","4","1","1","4","1","1","4","4","1","4","3","2","3","2","1","5","5","4","5","3",15.4,19.75,3.14,3.09,1,3,"1","1","1","3","1","1","1","1","กลาง",2,1
2,"3","1","1","4","2","1","4","1","2","4","4","1","4","2","2","1","2","1","5","5","5","5","3",13.4,19.96,3.36,3.34,2,2,"2","5","5","5","5","5","5","1","กลาง",2,3
1,"3","1","3","4","1","1","1","1","2","4","2","1","2","5","5","5","5","5","2","1","1","1","1",14.4,0.6,3.35,2.11,1,3,"1","1","1","1","1","1","1","1","กลาง",2,0
2,"2","1","3","4","1","1","2","1","4","4","4","1","4","3","2","3","1","1","5","5","4","5","3",15.4,18.61,2.21,2.19,2,2,"1","4","3","3","5","5","4","1","กลาง",1,1
2,"3","1","2","4","2","1","2","1","2","4","3","1","4","2","1","2","1","1","5","4","4","5","3",9,18.12,2.25,2.24,1,3,"1","1","1","1","1","1","1","1","กลาง",2,1
2,"3","1","3","2","2","1","1","1","4","4","1","1","4","3","2","3","2","2","5","3","4","2","3",15.7,17.03,3.19,3.13,2,2,"3","5","2","3","5","4","2","1","กลาง",2,1
2,"3","1","3","3","1","1","2","1","4","4","4","1","4","1","1","1","1","1","5","5","5","5","3",9,19.99,2.7,2.7,2,2,"2","5","4","5","4","5","5","1","กลาง",2,2
2,"3","1","2","2","3","2","2","1","1","4","3","1","4","5","5","4","5","5","3","3","1","3","1",16.8,0.22,3.16,1.84,2,3,"3","5","5","5","5","5","5","1","กลาง",2,1
2,"3","1","1","3","2","1","1","1","4","3","4","1","3","3","2","3","3","2","2","2","1","2","1",14.6,3.86,3.19,2.21,1,3,"1","3","2","3","3","2","2","1","กลาง",2,1
2,"3","2","3","2","2","1","4","1","1","4","4","1","4","1","1","1","1","1","5","4","4","5","3",10.5,17.57,2.53,2.48,1,3,"2","4","1","3","4","4","4","1","กลาง",2,1
2,"3","3","3","4","3","1","1","1","1","4","4","1","3","4","2","4","3","3","3","3","3","3","2",13,7.72,2.73,2,2,1,"1","1","1","1","1","1","1","1","กลาง",2,0
1,"3","1","4","4","1","1","2","1","2","4","2","1","3","4","2","4","4","3","3","1","1","2","2",10,2.73,2.83,1.83,1,2,"3","1","1","3","1","2","1","1","กลาง",2,0
2,"2","1","2","3","1","1","1","1","2","4","3","1","2","3","2","3","3","2","3","4","3","3","2",8.6,17.39,2.22,2.11,1,2,"2","3","1","3","3","2","1","1","กลาง",2,1
2,"3","4","3","1","2","1","1","1","4","4","3","1","4","5","5","5","5","5","2","2","2","1","1",15.5,1,3.07,1.82,2,3,"1","3","3","5","4","2","5","1","กลาง",2,0
1,"4","1","3","2","4","1","3","1","3","4","3","1","4","4","2","4","3","2","4","4","3","4","2",9,6.99,2.36,1.66,2,1,"2","4","3","3","4","5","4","1","กลาง",2,1
2,"2","1","2","3","2","1","1","1","4","4","4","1","3","1","1","1","1","1","5","5","5","5","3",7.8,19.36,2.15,2.15,1,2,"3","1","1","3","2","1","4","1","กลาง",2,4
1,"3","1","4","3","2","2","4","1","3","4","4","1","4","4","2","4","4","3","4","4","4","3","1",13.6,5.61,3.03,2.15,2,2,"1","3","1","3","1","1","1","1","กลาง",2,1
2,"2","1","3","4","1","1","2","1","4","4","4","1","4","1","1","1","1","1","5","4","4","5","3",13.1,19.52,2.62,2.62,1,3,"2","3","2","3","3","2","1","1","กลาง",2,2
2,"2","1","4","1","1","1","2","1","1","4","3","1","4","4","2","4","4","3","4","4","4","5","2",12.5,11.99,3.36,2.97,1,2,"3","4","3","3","4","4","1","1","กลาง",2,1
1,"3","1","2","1","1","2","1","1","4","4","4","1","4","3","2","3","2","1","5","5","5","5","3",10.9,18.7,1.9,1.9,1,1,"2","1","1","1","1","1","1","1","กลาง",2,1
1,"4","1","1","1","2","3","2","1","4","4","4","1","4","1","1","1","1","1","5","5","5","5","3",12,19.82,3.7,3.69,2,2,"1","1","1","1","1","1","1","1","กลาง",2,2
2,"3","2","2","3","4","1","3","1","1","4","4","1","4","4","4","4","4","4","3","3","3","2","1",9.6,0.34,2.55,1.27,2,2,"2","4","4","3","3","2","1","1","กลาง",2,0
1,"3","1","1","3","1","1","3","1","3","4","4","1","4","3","2","3","2","1","5","4","5","5","3",17.6,18.77,3.45,3.45,2,2,"2","5","3","5","5","5","2","1","กลาง",2,2
2,"2","1","1","4","1","1","2","1","4","4","4","1","4","3","2","3","2","1","5","5","5","5","2",11.9,19.42,3.22,3.22,1,3,"1","1","1","3","4","2","2","1","กลาง",2,3
2,"2","1","2","3","1","1","2","1","2","4","4","1","1","3","2","3","3","2","3","3","2","3","2",13.4,8.23,2.43,1.79,1,1,"2","1","1","1","1","2","1","1","กลาง",2,1
2,"3","1","1","3","1","1","1","1","3","4","4","1","4","2","2","3","1","1","5","4","4","5","3",11.2,19.53,3.05,3.03,1,2,"1","1","1","1","1","1","1","1","กลาง",2,1
2,"2","1","4","1","1","1","2","1","2","4","4","1","4","5","5","5","5","5","3","3","3","2","1",11.7,0.43,2.54,1.23,1,2,"2","4","1","1","1","2","1","1","กลาง",2,1
1,"3","1","4","1","1","1","3","1","3","4","3","1","4","5","5","5","5","5","1","1","1","1","1",8.4,0.64,2.45,1.19,2,1,"3","4","2","3","4","2","4","1","กลาง",2,0
2,"3","1","1","1","2","1","2","1","2","4","4","1","4","3","2","3","2","1","5","5","4","5","2",12,17.67,2.95,2.92,1,1,"3","1","1","3","1","2","1","1","กลาง",2,2
2,"3","1","3","1","2","1","3","1","4","4","4","1","4","3","2","3","2","2","5","5","4","5","2",11.1,14.78,3.06,2.83,2,2,"3","5","3","5","5","5","5","1","กลาง",2,1
2,"3","1","2","1","1","1","1","1","3","4","3","1","4","3","2","4","3","2","5","5","4","5","3",12.7,10.94,2.61,2.13,2,2,"3","5","5","5","5","5","5","1","กลาง",2,0
1,"3","1","4","3","1","1","3","1","3","4","4","1","4","3","2","4","3","2","5","4","4","5","2",16.8,12.44,3.36,2.96,1,3,"2","4","3","3","3","2","4","1","เหนือ",2,0
2,"2","1","3","4","2","1","2","1","1","4","4","1","4","3","2","3","2","1","5","4","4","5","3",14.5,18.57,3.49,3.47,1,2,"3","4","3","3","4","3","4","1","เหนือ",1,1
1,"2","1","3","2","3","1","1","1","1","4","4","1","2","3","2","3","2","1","3","4","3","3","3",8.4,13.28,2.6,2.35,2,2,"3","5","5","5","5","5","5","1","เหนือ",2,0
2,"2","2","2","4","1","1","3","1","3","4","4","1","4","2","2","3","2","1","5","4","4","5","3",16.6,19.78,3.74,3.72,2,1,"2","1","1","1","1","1","1","1","เหนือ",1,1
2,"3","1","1","3","1","1","3","1","4","4","4","1","4","2","1","1","1","1","5","5","5","5","3",12.1,16.08,3.17,2.99,1,2,"2","1","1","2","1","1","1","1","เหนือ",2,2
2,"3","2","3","1","2","1","1","1","4","4","4","1","4","1","1","1","1","1","5","5","5","5","3",13.3,19.23,3.49,3.48,2,2,"1","3","1","3","4","4","4","1","เหนือ",1,2
2,"3","1","1","4","4","1","1","1","1","4","4","1","3","5","5","5","5","5","2","1","1","2","1",10,0.3,1.89,0.57,1,2,"3","3","1","3","1","3","2","1","เหนือ",2,1
1,"3","2","2","4","1","1","2","1","2","4","4","1","4","4","2","4","5","3","5","3","4","4","1",14.8,2,2.61,1.47,2,2,"3","5","5","5","5","5","5","1","เหนือ",2,1
2,"3","1","3","4","1","1","1","1","3","4","4","1","2","3","2","2","2","1","5","4","4","4","3",10.1,19.05,2.5,2.45,2,1,"2","4","2","3","4","4","5","1","เหนือ",1,1
2,"2","1","2","4","1","1","4","1","1","4","2","1","4","2","1","1","2","1","5","4","5","5","3",15,19.94,3.05,3.03,2,3,"1","4","3","5","5","5","5","1","เหนือ",1,1
1,"3","1","1","4","2","1","2","1","1","1","4","2","4","1","1","1","1","1","5","5","5","5","3",12.3,18.15,2.96,2.96,1,3,"2","3","1","3","1","4","1","1","เหนือ",1,3
1,"3","1","1","4","2","1","3","1","2","3","4","1","4","2","1","1","1","1","5","4","4","5","3",9.2,19.96,2.61,2.56,2,1,"2","1","1","3","3","1","1","1","เหนือ",1,1
1,"3","1","4","1","2","1","2","1","3","4","4","1","4","3","2","3","2","1","5","4","5","5","2",5.3,18.06,2.67,2.66,2,1,"2","4","2","3","4","3","5","1","เหนือ",2,2
2,"2","1","4","4","4","1","1","1","3","4","4","1","4","1","1","1","1","1","5","5","5","5","3",13.7,19.89,3.52,3.51,2,3,"1","4","2","3","5","4","2","1","เหนือ",1,3
2,"2","1","4","4","2","1","2","1","2","4","4","1","4","3","2","3","2","2","3","4","3","3","1",9.2,9.36,2.29,1.63,1,1,"3","1","1","1","1","1","1","1","เหนือ",2,0
1,"4","1","1","3","4","1","2","1","2","4","1","1","4","2","2","2","2","1","5","5","5","5","3",17.6,19.94,3.17,3.12,1,2,"3","1","2","3","3","2","1","1","เหนือ",2,3
2,"3","1","3","3","3","1","1","1","3","2","4","1","3","2","2","3","2","1","5","5","5","5","3",13.4,18.56,2.97,2.96,2,2,"2","5","4","3","4","5","5","1","เหนือ",2,3
2,"3","3","2","1","1","1","2","1","3","4","4","1","4","1","1","3","2","1","5","5","5","5","3",11.9,19.51,3.5,3.49,1,1,"1","1","1","1","1","1","1","1","เหนือ",1,1
2,"2","1","2","4","4","1","1","1","2","4","4","1","4","4","4","4","4","3","3","2","2","2","1",16.4,3.48,3.83,2.86,2,2,"1","4","3","3","5","2","5","1","เหนือ",1,1
1,"3","1","1","4","2","1","2","1","4","4","4","1","3","2","1","1","1","1","5","5","5","5","3",9.7,19.2,2.71,2.6,1,1,"2","1","1","1","1","1","1","1","เหนือ",1,1
1,"3","1","1","4","1","1","2","1","3","4","4","1","2","1","1","1","1","1","5","4","4","5","3",9.8,19.22,2.88,2.88,2,1,"2","1","1","3","2","2","3","1","เหนือ",1,2
2,"3","1","4","2","3","1","4","1","2","1","3","1","4","2","1","3","2","1","5","5","5","5","3",16.7,19.08,3.4,3.35,1,3,"3","1","1","3","1","2","1","1","เหนือ",1,1
2,"3","1","4","3","4","1","2","1","3","4","4","1","2","1","1","1","1","1","5","5","5","5","3",6.2,19.81,2.19,2.18,1,3,"1","1","1","1","1","1","1","1","เหนือ",1,2
2,"2","1","1","3","1","1","1","1","3","4","2","1","4","1","1","1","1","1","5","5","5","5","3",10,19.77,2.95,2.95,1,1,"3","1","1","1","1","1","1","1","เหนือ",1,1
1,"2","1","1","4","2","1","4","1","1","4","4","1","4","3","2","3","3","1","5","5","5","5","3",8.1,18.31,2.85,2.76,2,2,"2","4","3","3","3","2","5","1","เหนือ",2,1
2,"3","1","3","1","3","1","3","1","1","3","4","1","4","3","2","3","4","3","5","4","4","5","2",10.5,12.57,2.07,1.68,2,1,"2","4","3","3","4","4","5","1","เหนือ",2,1
2,"3","1","4","4","1","1","2","1","3","4","3","1","4","2","2","3","2","1","5","4","4","5","3",14.2,19.56,3.43,3.42,1,2,"3","5","4","3","5","5","5","1","เหนือ",2,1
1,"3","1","2","4","3","2","1","1","3","4","1","1","2","3","2","3","2","1","3","3","3","3","3",9.7,10.52,2.66,2.28,2,1,"1","1","1","2","1","1","1","1","เหนือ",1,2
2,"3","1","4","3","4","1","2","1","3","4","4","1","4","3","2","3","2","1","5","5","5","5","3",9.9,17.28,2.3,2.25,2,1,"1","1","1","2","1","2","1","1","เหนือ",1,2
2,"3","1","4","4","1","1","1","1","3","4","4","1","4","1","1","1","1","1","5","5","5","5","3",11.5,19.53,2.44,2.43,1,1,"1","1","1","1","1","1","1","1","เหนือ",2,4
1,"2","2","3","4","1","1","1","1","3","4","4","1","4","1","1","1","1","1","5","5","5","5","3",13.5,19.69,2.85,2.85,1,2,"3","3","1","3","4","4","5","1","เหนือ",2,1
2,"3","1","1","2","2","1","3","1","1","4","4","1","4","3","2","3","2","1","5","5","5","5","3",11.7,19.64,1.88,1.81,1,1,"3","4","2","5","3","4","2","1","เหนือ",1,1
2,"3","3","1","4","1","1","1","1","2","4","3","1","4","1","1","1","1","1","5","5","5","5","3",8.1,19.97,2.5,2.49,1,2,"2","1","1","3","2","1","1","1","เหนือ",1,2
2,"3","2","3","3","1","1","2","1","3","3","4","1","2","4","2","4","2","2","3","3","3","3","2",9,8.66,2.62,1.94,2,3,"1","5","3","3","4","3","5","1","เหนือ",1,0
2,"3","1","1","2","1","1","4","1","3","4","4","1","4","2","2","3","2","1","5","5","4","5","3",14.8,19.71,2.89,2.88,1,2,"3","1","3","3","4","2","2","1","เหนือ",1,1
2,"3","1","3","4","1","1","1","2","4","4","3","1","4","3","1","2","2","1","5","5","4","5","3",14.7,19.28,2.28,2.24,2,2,"1","4","2","3","4","2","1","1","เหนือ",1,0
2,"3","3","4","3","3","1","2","1","3","4","3","1","2","3","2","3","3","3","4","3","4","4","2",16.2,6.42,2.48,1.73,2,2,"2","4","3","3","3","5","4","1","เหนือ",2,1
2,"3","1","2","1","4","1","4","1","1","4","4","1","4","2","1","1","1","1","5","5","5","5","3",11.9,19.85,3.16,3.14,2,1,"1","1","1","2","1","1","1","1","เหนือ",1,2
2,"3","1","3","4","1","1","1","1","1","4","4","1","4","2","2","3","2","1","5","3","4","5","3",8.5,15.97,1.89,1.68,1,1,"2","1","1","1","1","1","1","1","เหนือ",2,1
2,"2","1","1","4","1","1","1","1","3","4","4","1","4","1","1","1","1","1","5","5","4","5","3",9.3,19.76,2.72,2.69,1,1,"3","1","1","1","1","1","1","1","เหนือ",1,1
1,"2","1","1","3","1","1","1","1","3","4","4","1","4","5","5","5","5","4","2","1","1","1","1",11.6,0.55,2.91,1.61,1,1,"3","4","3","3","3","2","3","1","เหนือ",2,0
2,"3","1","3","3","1","1","3","1","3","3","2","1","2","3","2","3","2","1","3","3","3","3","2",16.3,13.01,3.24,2.97,2,1,"3","5","4","3","4","5","4","1","เหนือ",2,2
2,"3","1","3","1","1","1","1","1","2","4","3","1","4","5","5","5","5","5","3","1","2","2","1",15.1,1.27,2.5,1.17,2,3,"2","5","5","5","5","5","5","1","เหนือ",2,0
2,"3","1","4","2","2","1","4","1","1","4","1","1","4","3","2","3","2","1","5","4","4","5","3",11.4,18.44,2.71,2.57,2,1,"3","4","3","3","3","5","5","1","เหนือ",1,1
2,"4","2","4","1","1","1","1","1","1","4","4","1","4","2","2","3","1","2","5","5","5","5","3",12.9,17.71,3.46,3.45,1,3,"2","3","1","3","2","2","4","1","เหนือ",1,2
2,"3","1","4","3","1","1","2","1","3","4","4","1","4","3","2","3","2","1","5","4","5","5","3",10.4,18.11,2.65,2.61,1,1,"3","1","1","1","1","1","1","1","เหนือ",2,2
2,"2","2","1","4","4","1","2","1","2","4","3","1","4","3","2","3","2","1","5","5","4","5","3",5,19.23,3.06,3.06,2,2,"1","4","1","3","3","1","2","1","เหนือ",2,2
1,"3","2","1","1","4","1","3","1","2","4","4","1","4","2","1","3","2","1","5","5","5","5","3",13.3,19.67,2.89,2.87,1,2,"3","5","2","3","5","4","5","1","เหนือ",2,2
2,"2","1","3","1","1","1","3","1","4","4","4","1","4","2","2","2","2","1","5","3","4","5","3",12.8,15.04,2.91,2.88,2,3,"1","3","3","3","5","5","5","1","เหนือ",1,1
2,"2","2","4","4","1","1","2","1","3","4","4","1","4","2","2","2","1","1","5","5","4","5","3",14.5,19.51,2.51,2.4,2,3,"3","5","3","3","5","5","4","1","เหนือ",1,1
2,"2","1","1","4","2","1","2","1","4","4","2","1","4","3","2","3","2","1","5","4","4","5","3",12.6,18.87,3.09,3.01,2,2,"3","5","5","5","5","5","5","1","เหนือ",1,1
2,"2","1","1","2","2","1","2","1","2","4","2","1","4","5","5","5","5","5","3","3","3","3","1",9.2,0.76,2.35,1.03,1,1,"1","1","1","1","1","1","1","1","เหนือ",2,0
2,"3","1","1","1","4","1","3","1","4","4","2","1","4","2","1","1","1","1","5","5","4","5","3",16,19.95,3.31,3.3,2,3,"1","1","1","3","2","1","1","1","เหนือ",1,2
1,"3","1","2","2","1","1","1","1","4","3","4","1","4","1","1","1","1","1","5","5","5","5","3",13.4,19.73,2.84,2.84,1,2,"1","1","1","1","1","1","1","1","เหนือ",1,2
1,"3","1","1","4","2","1","1","1","3","4","4","1","3","4","2","4","4","4","3","3","3","3","3",11.9,0.14,3.06,1.75,2,1,"3","3","3","3","3","4","1","1","เหนือ",2,1
2,"2","1","2","3","2","1","1","1","4","4","4","1","4","2","1","2","2","1","5","5","5","5","3",11.6,17.17,2.51,2.49,2,3,"1","4","2","3","3","2","4","1","เหนือ",1,1
1,"3","1","3","4","1","1","1","1","2","4","1","1","3","1","1","1","1","1","5","5","5","5","3",12.1,19.95,2.87,2.87,1,2,"3","4","2","3","1","2","3","1","เหนือ",1,2
2,"3","1","3","2","1","1","2","1","3","4","2","1","2","3","2","3","3","3","3","2","1","5","1",9,6.69,2.28,1.67,2,2,"2","5","5","5","5","5","5","1","เหนือ",2,1
1,"3","1","3","2","1","1","3","1","1","3","2","1","4","5","5","5","5","5","3","2","3","3","1",18.9,0.07,3.37,1.93,1,3,"3","3","1","3","4","2","4","1","เหนือ",2,0
2,"2","1","4","2","1","1","1","1","1","4","1","1","3","4","4","4","4","4","3","2","3","2","1",8.7,0.93,2.28,1.05,2,1,"2","1","2","3","3","2","2","1","เหนือ",2,1
1,"3","2","4","4","2","1","1","1","2","4","4","1","4","2","2","2","2","1","5","5","5","5","3",12.7,19.96,2.89,2.88,2,3,"1","3","1","3","3","2","1","1","เหนือ",1,2
2,"2","1","1","2","1","1","1","1","4","3","2","1","4","1","1","1","2","1","5","5","5","5","3",8.6,19.55,2.54,2.52,2,1,"1","1","1","1","1","1","1","1","เหนือ",1,1
2,"4","1","2","1","1","1","4","1","1","4","4","1","4","3","2","3","2","1","5","5","5","5","3",17.6,17.44,3.5,3.49,2,3,"1","1","1","3","3","2","4","1","เหนือ",1,0
2,"2","1","3","4","3","1","3","1","1","3","4","1","4","4","4","4","5","4","2","2","2","1","1",7.4,2.66,3.09,1.92,1,2,"3","1","1","3","3","2","1","1","เหนือ",2,0
2,"3","2","3","1","4","1","2","1","2","4","4","2","4","2","1","3","2","1","5","5","5","5","3",18,19.96,3.75,3.73,2,2,"2","4","3","3","5","5","5","1","เหนือ",2,3
2,"3","1","2","4","1","1","1","1","3","3","3","1","3","4","2","4","3","2","3","3","4","3","3",10.7,10.85,2.74,2.18,1,2,"1","1","1","1","1","1","1","1","เหนือ",2,1
1,"2","1","1","1","2","1","3","1","1","4","4","1","3","3","2","4","3","2","5","5","5","5","3",12.1,13.22,2.3,1.83,2,1,"3","5","5","5","5","5","5","1","เหนือ",2,1
1,"3","2","4","4","1","1","1","1","4","4","3","1","4","3","2","3","3","2","5","4","3","5","2",13.5,16.97,3.03,2.89,1,3,"1","1","1","1","1","1","1","1","เหนือ",2,1
1,"2","1","3","4","1","1","1","1","3","4","3","1","2","1","1","1","1","1","5","5","5","5","3",14.8,19.14,3.22,3.22,2,1,"2","3","3","3","2","2","1","1","เหนือ",1,2
2,"3","1","3","4","1","1","1","1","3","4","4","1","3","3","2","3","2","1","5","4","4","5","3",9.1,13.42,2.35,2.02,2,1,"2","1","1","3","1","1","1","1","เหนือ",1,0
2,"3","1","2","4","2","1","4","1","1","4","2","1","4","3","2","2","2","1","5","5","4","5","3",10.6,17.85,3.43,3.41,2,1,"3","1","1","3","1","2","1","1","เหนือ",1,2
2,"3","1","3","1","1","1","2","1","3","4","4","1","4","3","2","3","2","2","4","3","3","4","1",8.9,6.98,3.05,2.5,2,2,"2","4","5","5","5","5","5","1","เหนือ",2,0
2,"3","1","1","1","1","1","1","1","1","4","4","1","4","1","1","1","1","1","5","5","5","5","3",13.1,19.93,2.49,2.48,2,2,"2","5","5","5","5","5","5","1","เหนือ",1,1
2,"2","1","4","2","1","1","3","1","3","4","4","1","4","3","2","4","4","4","3","3","1","2","1",10.3,4.71,1.44,0.54,1,2,"2","3","1","3","3","2","1","1","เหนือ",2,1
2,"2","1","3","1","4","1","2","1","2","2","3","1","4","2","1","1","2","1","5","5","5","5","3",18.7,17.82,3.27,3.25,2,1,"2","1","1","2","1","1","1","1","เหนือ",2,2
2,"3","1","2","4","4","1","1","1","2","3","4","1","4","5","5","5","5","5","3","2","1","3","1",11.5,0.06,2.91,1.57,1,1,"2","1","1","1","1","1","1","1","เหนือ",2,0
2,"3","1","4","3","2","1","2","1","1","4","4","1","4","3","2","3","2","1","5","5","5","5","3",11.1,18.81,3.22,3.22,2,3,"2","4","2","3","4","4","5","1","เหนือ",1,1
2,"3","1","2","1","1","1","1","1","2","4","4","1","3","3","2","3","3","2","3","3","1","2","2",9.4,5.81,2.82,1.93,2,2,"3","5","3","3","4","5","4","1","เหนือ",1,1
2,"4","1","3","4","1","1","4","1","3","3","2","1","4","2","1","3","2","1","5","4","4","5","3",16.6,18.97,3.25,3.19,2,3,"1","3","2","3","3","3","4","1","เหนือ",1,1
2,"3","2","4","4","1","1","3","1","2","4","4","1","4","4","3","4","4","3","5","4","3","4","1",13,11.47,2.58,2.09,2,1,"1","1","1","1","1","1","1","1","เหนือ",2,1
2,"3","1","1","2","1","1","1","2","1","4","1","1","3","1","1","1","1","1","5","5","5","5","3",11.4,19.71,2.75,2.74,1,2,"2","4","1","3","1","2","2","1","เหนือ",1,3
2,"3","1","4","2","1","1","1","1","2","4","1","1","3","4","3","4","5","4","2","1","1","2","1",16.1,4.45,3.64,2.55,2,2,"1","4","1","3","2","2","2","1","เหนือ",2,1
