"G1","G2","failures","studytime","absences","Medu","Fedu","freetime","goout","Dalc","Walc","school","sex","age","address","famsize","Pstatus","Mjob","Fjob","reason","guardian","traveltime","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","health","G3"
10,10,0,3,0,4,3,4,5,NA,3,"GP","M",18,"U","GT3","T","teacher","other","course","mother",1,"no","yes","yes","no","yes","yes","yes","yes",5,5,9
NA,15,0,3,0,4,3,4,3,1,3,"GP","F",17,"U","GT3","T","health","other","reputation","mother",1,"no","yes","yes","yes","yes","yes","yes","yes",4,4,15
11,13,1,1,10,3,2,5,5,5,5,"MS","M",18,"R","GT3","T","other","other","course","mother",2,"no","yes","no","no","no","yes","yes","no",2,5,13
8,7,3,2,8,1,1,4,4,3,3,"MS","M",19,"R","GT3","T","other","services","home","other",3,"no","no","no","no","yes","yes","yes","no",5,2,8
13,13,0,2,2,3,3,5,NA,2,3,"MS","M",17,"U","GT3","T","health","other","course","mother",2,"no","yes","yes","no","yes","yes","yes","no",4,3,13
8,7,1,1,7,1,3,3,3,2,3,"MS","M",18,"U","LE3","T","at_home","services","course","mother",1,"no","no","no","no","yes","no","yes","yes",4,3,8
8,8,1,1,4,NA,1,4,4,3,3,"MS","M",19,"R","GT3","T","other","other","home","other",3,"no","yes","no","no","yes","yes","yes","no",4,5,8
13,11,0,2,4,4,NA,5,5,1,3,"MS","M",17,"R","GT3","T","services","other","home","mother",2,"no","yes","yes","yes","no","yes","yes","yes",4,2,11
10,9,0,NA,0,3,3,3,4,1,1,"MS","F",18,"U","GT3","T","services","services","course","father",1,"no","yes","no","no","yes","yes","no","yes",5,5,9
12,13,0,2,4,4,4,3,3,1,2,"MS","F",17,"R","GT3","T","teacher","services","other","father",2,"no","yes","yes","yes","yes","yes","yes","no",4,5,13
12,12,0,2,2,3,2,2,3,1,2,"MS","F",17,"U","LE3","A","services","other","reputation","mother",2,"no","no","no","no","yes","yes","no","yes",1,5,11
10,10,0,1,4,1,1,3,2,1,2,"MS","M",18,"U","LE3","T","other","services","home","father",2,"no","no","no","no","no","yes","yes","yes",3,3,10
18,16,0,3,0,1,1,3,2,1,1,"MS","F",18,"U","LE3","T","at_home","services","course","father",2,"no","no","no","no","yes","yes","yes","no",5,4,16
13,13,0,2,0,1,NA,3,4,1,4,"MS","F",18,"R","LE3","A","at_home","other","course","mother",3,"no","no","no","no","yes","yes","no","yes",4,5,13
13,12,1,2,2,1,1,4,3,2,3,"MS","M",18,"R","LE3","T","at_home","other","other","mother",2,"no","no","no","yes","no","no","no","no",4,5,12
11,11,0,2,0,3,3,3,2,1,3,"MS","F",18,"U","GT3","T","services","services","other","mother",2,"no","yes","no","no","yes","yes","yes","yes",4,3,10
16,15,0,NA,0,4,4,3,4,1,1,"MS","F",17,"U","LE3","T","at_home","at_home","course","mother",1,"no","yes","yes","yes","yes","yes","yes","yes",2,1,15
12,11,0,2,0,1,2,2,2,1,2,"MS","F",17,"R","GT3","T","other","services","course","father",2,"no","no","no","no","no","yes","no","no",3,3,12
NA,10,0,2,4,1,3,3,4,2,4,"MS","M",18,"R","GT3","T","at_home","other","course","mother",2,"no","yes","yes","no","yes","yes","no","no",3,3,10
13,13,0,3,0,4,4,2,2,2,2,"MS","M",18,"U","LE3","T","teacher","services","other","mother",2,"no","no","yes","no","yes","yes","yes","yes",4,5,13
7,6,1,1,0,1,1,2,1,1,2,"MS","F",17,"R","GT3","T","other","services","reputation","mother",3,"no","yes","yes","no","yes","yes","yes","yes",5,1,0
11,10,0,1,0,2,3,2,3,1,2,"MS","F",18,"U","GT3","T","at_home","services","course","father",2,"no","yes","yes","no","yes","yes","yes","yes",5,4,10
14,12,0,2,10,4,NA,2,2,4,2,"MS","F",18,"R","GT3","T","other","teacher","other","father",3,"no","yes","yes","no","no","yes","yes","yes",3,5,11
7,7,2,2,4,3,2,2,2,1,1,"MS","F",19,"U","LE3","T","services","services","home","other",2,"no","no","no","yes","yes","yes","no","yes",3,3,9
14,12,0,1,3,1,2,3,3,2,3,"MS","M",18,"R","LE3","T","at_home","services","other","father",3,"no","yes","yes","yes","yes","no","yes","yes",4,3,12
13,11,0,3,8,2,2,4,3,1,1,"MS","F",17,"U","GT3","T","other","at_home","home","mother",1,"no","no","no","yes","yes","yes","no","yes",3,3,11
6,5,0,1,14,1,2,5,5,1,3,"MS","F",17,"R","GT3","T","other","other","course","mother",1,"no","no","no","yes","yes","yes","yes","no",3,1,5
19,18,0,NA,0,4,4,4,4,1,1,"MS","F",18,"R","LE3","T","other","other","reputation","mother",2,"no","no","no","no","yes","yes","yes","no",5,1,19
8,8,0,3,2,1,1,3,2,1,2,"MS","F",18,"R","GT3","T","other","other","home","mother",4,"no","no","no","no","yes","yes","yes","no",4,4,10
15,14,2,3,4,4,2,4,3,1,1,"MS","F",20,"U","GT3","T","health","other","course","other",2,"no","yes","yes","no","no","yes","yes","yes",5,3,15
8,9,0,2,4,4,4,4,NA,3,4,"MS","F",18,"R","LE3","T","teacher","services","course","mother",1,"no","no","yes","yes","yes","yes","yes","no",5,2,10
15,15,0,2,0,3,3,1,3,1,NA,"MS","F",18,"U","GT3","T","other","other","home","mother",1,"no","no","yes","no","yes","yes","yes","yes",4,1,15
10,10,0,2,17,3,1,5,4,2,3,"MS","F",17,"R","GT3","T","at_home","other","reputation","mother",1,"no","yes","yes","yes","no","yes","yes","no",4,1,10
NA,14,0,2,4,4,4,2,4,1,4,"MS","M",18,"U","GT3","T","teacher","teacher","home","father",1,"no","no","yes","yes","no","yes","yes","no",3,2,14
7,6,0,1,5,2,1,4,3,1,3,"MS","M",18,"R","GT3","T","other","other","other","mother",2,"no","no","no","yes","no","yes","yes","yes",4,5,7
11,11,0,2,2,2,3,4,3,1,1,"MS","M",17,"U","GT3","T","other","services","home","father",2,"no","no","no","yes","yes","yes","yes","no",4,3,10
6,5,1,1,0,1,1,3,2,1,3,"MS","M",19,"R","GT3","T","other","services","other","mother",2,"no","no","no","no","yes","yes","no","no",4,5,0
6,5,1,1,14,4,2,NA,3,4,3,"MS","M",18,"R","GT3","T","other","other","home","father",2,"no","no","yes","no","yes","yes","no","no",5,3,5
10,9,0,3,2,2,2,3,3,1,3,"MS","F",18,"R","GT3","T","at_home","other","other","mother",2,"no","no","yes","no","yes","yes","no","no",5,4,10
6,5,0,1,7,4,4,NA,3,2,2,"MS","F",18,"R","GT3","T","teacher","at_home","reputation","mother",3,"no","yes","yes","yes","yes","yes","yes","yes",4,5,6
7,5,1,3,0,2,3,4,2,1,2,"MS","F",19,"R","GT3","T","services","other","course","mother",1,"no","no","no","yes","no","yes","yes","no",5,5,0
7,9,0,2,0,3,1,3,4,1,1,"MS","F",18,"U","LE3","T","teacher","services","course","mother",1,"no","yes","yes","no","yes","yes","yes","no",4,1,8
6,5,1,2,0,1,1,1,1,1,1,"MS","F",18,"U","GT3","T","other","other","course","mother",2,"no","no","no","yes","yes","yes","no","no",1,5,0
9,NA,2,2,11,2,2,5,4,4,5,"MS","M",20,"U","LE3","A","services","services","course","other",1,"no","yes","yes","no","yes","yes","no","no",5,4,9
14,16,0,1,3,3,1,4,5,3,4,"MS","M",17,"U","LE3","T","services","services","course","mother",2,"no","no","no","no","no","yes","yes","no",2,2,16
10,8,3,1,3,1,1,5,3,3,3,"MS","M",21,"R","GT3","T","other","other","course","other",1,"no","no","no","no","no","yes","no","no",5,3,7
11,12,0,1,0,3,2,4,1,3,4,"MS","M",18,"R","LE3","T","services","other","course","mother",3,"no","no","no","no","no","yes","yes","no",4,5,10
8,9,0,1,5,NA,1,2,3,3,3,"MS","M",19,"U","LE3","T","other","at_home","course","father",1,"no","no","no","no","yes","yes","yes","no",3,5,9
