"project_score","define_var","stat_concept","failures","romantic","studytime","traveltime","freetime","activities","Walc","residence_type","famrel","goout","internet","guardian","health","absences"
15,15,14,0,"yes",2,1,3,"yes",1,"campus_dorm",2,4,"yes","mother",1,4
13,13,13,0,"no",2,2,2,"no",2,"off_campus",3,2,"no","father",3,0
9,8,10,0,"no",2,2,3,"no",4,"off_campus",3,4,"no","mother",3,0
16,15,16,0,"yes",3,2,2,"no",2,"campus_dorm",4,2,"yes","mother",5,0
9,8,8,1,"yes",1,3,2,"no",2,"off_campus",5,1,"yes","mother",1,0
10,10,10,0,"yes",1,2,2,"no",2,"campus_dorm",5,3,"yes","father",4,0
0,7,5,0,"yes",2,3,2,"no",2,"off_campus",3,2,"yes","father",5,0
10,9,10,0,"yes",1,3,3,"yes",3,"off_campus",4,3,"yes","father",3,3
12,10,11,0,"yes",3,1,4,"yes",1,"campus_dorm",3,3,"no","mother",3,8
9,7,8,0,"no",1,1,5,"yes",3,"off_campus",3,5,"yes","mother",1,4
17,15,17,0,"no",3,2,4,"no",1,"off_campus",5,4,"yes","mother",1,0
12,10,11,0,"no",3,4,3,"no",2,"off_campus",4,2,"yes","mother",4,4
9,7,8,1,"yes",2,2,3,"no",1,"off_campus",4,3,"yes","other",3,4
14,13,14,0,"no",2,1,4,"yes",4,"off_campus",5,3,"yes","mother",2,1
16,16,16,0,"yes",2,1,1,"no",2,"campus_dorm",4,3,"yes","mother",1,1
9,8,9,0,"no",2,1,5,"yes",3,"off_campus",4,4,"yes","mother",1,10
19,17,18,0,"no",2,1,2,"yes",4,"campus_dorm",3,4,"yes","father",2,4
0,7,7,0,"yes",1,2,4,"yes",3,"off_campus",4,3,"yes","mother",5,0
16,14,15,0,"no",2,2,4,"yes",1,"campus_dorm",4,3,"yes","father",3,4
0,5,8,1,"no",1,2,3,"no",3,"off_campus",4,2,"no","mother",5,0
0,7,7,1,"no",1,2,4,"no",3,"off_campus",5,3,"no","father",3,0
15,14,17,0,"no",3,2,3,"no",3,"off_campus",5,3,"no","mother",4,0
11,6,9,0,"no",2,2,5,"no",1,"campus_dorm",5,4,"yes","mother",1,0
10,7,9,0,"yes",1,3,4,"yes",2,"off_campus",4,3,"yes","mother",5,4
10,10,11,1,"no",3,1,4,"yes",2,"off_campus",5,2,"yes","mother",5,4
16,15,15,0,"no",2,1,3,"no",1,"campus_dorm",4,4,"yes","mother",1,4
9,11,12,0,"no",2,2,1,"yes",1,"campus_dorm",1,1,"no","mother",5,6
10,10,10,0,"no",1,2,4,"no",4,"campus_dorm",2,5,"yes","mother",2,6
11,10,11,0,"no",1,3,4,"no",4,"off_campus",4,1,"yes","mother",5,4
