_id,STRUCTURE_NAME,ACTION,RK_IMD,Competitiveness Ranking,FAC,Factor by IMD,SUBFAC,Sub Factor by IMD,IMD_IND,IMD indicators,COUNTRY,Country,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value,SOURCE,Source,UNIT,Unit
681,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020106,Intellectual property rights,TH,Thailand,A,Annual,2560,,47,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
682,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020106,Intellectual property rights,TH,Thailand,A,Annual,2561,,47,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
683,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020106,Intellectual property rights,TH,Thailand,A,Annual,2562,,47,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
684,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020106,Intellectual property rights,TH,Thailand,A,Annual,2563,,44,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
685,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020106,Intellectual property rights,TH,Thailand,A,Annual,2564,,37,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
686,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020106,Intellectual property rights,TH,Thailand,A,Annual,2565,,43,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
687,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,WDCR0301,ทัศนคติที่ปรับตัวได้,WDCR030105,Attitudes toward globalization,TH,Thailand,A,Annual,2560,,18,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
688,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,WDCR0301,ทัศนคติที่ปรับตัวได้,WDCR030105,Attitudes toward globalization,TH,Thailand,A,Annual,2561,,18,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
689,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,WDCR0301,ทัศนคติที่ปรับตัวได้,WDCR030105,Attitudes toward globalization,TH,Thailand,A,Annual,2562,,18,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
690,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,WDCR0301,ทัศนคติที่ปรับตัวได้,WDCR030105,Attitudes toward globalization,TH,Thailand,A,Annual,2563,,12,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
691,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,WDCR0301,ทัศนคติที่ปรับตัวได้,WDCR030105,Attitudes toward globalization,TH,Thailand,A,Annual,2564,,12,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
692,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,WDCR0301,ทัศนคติที่ปรับตัวได้,WDCR030105,Attitudes toward globalization,TH,Thailand,A,Annual,2565,,14,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
693,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0101,ความสามารถพิเศษ,_T,Total,HK,"Hong Kong, China",A,Annual,2562,,4,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
694,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0101,ความสามารถพิเศษ,_T,Total,HK,"Hong Kong, China",A,Annual,2563,,7,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
695,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0101,ความสามารถพิเศษ,_T,Total,HK,"Hong Kong, China",A,Annual,2564,,6,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
696,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0101,ความสามารถพิเศษ,_T,Total,HK,"Hong Kong, China",A,Annual,2565,,10,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
697,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0103,ความเข้มข้นทางวิทยาศาสตร์,_T,Total,DK,Denmark,A,Annual,2562,,17,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
698,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0103,ความเข้มข้นทางวิทยาศาสตร์,_T,Total,DK,Denmark,A,Annual,2563,,15,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
699,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0103,ความเข้มข้นทางวิทยาศาสตร์,_T,Total,DK,Denmark,A,Annual,2564,,17,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
700,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0103,ความเข้มข้นทางวิทยาศาสตร์,_T,Total,DK,Denmark,A,Annual,2565,,17,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
701,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0202,เงินทุน,_T,Total,US,United States,A,Annual,2562,,1,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
702,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0202,เงินทุน,_T,Total,US,United States,A,Annual,2563,,1,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
703,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0202,เงินทุน,_T,Total,US,United States,A,Annual,2564,,1,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
704,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0202,เงินทุน,_T,Total,US,United States,A,Annual,2565,,2,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
705,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,_T,Total,_T,Total,US,United States,A,Annual,2562,,1,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
706,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,_T,Total,_T,Total,US,United States,A,Annual,2563,,2,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
707,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,_T,Total,_T,Total,US,United States,A,Annual,2564,,1,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
708,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,_T,Total,_T,Total,US,United States,A,Annual,2565,,3,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
709,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,_T,Total,_T,Total,TH,Thailand,A,Annual,2562,,50,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
710,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,_T,Total,_T,Total,TH,Thailand,A,Annual,2563,,45,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
711,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,_T,Total,_T,Total,TH,Thailand,A,Annual,2564,,44,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
712,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,_T,Total,_T,Total,TH,Thailand,A,Annual,2565,,49,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
713,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,WDCR0302,ความคล่องตัวทางธุรกิจ,_T,Total,SE,Sweden,A,Annual,2562,,13,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
714,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,WDCR0302,ความคล่องตัวทางธุรกิจ,_T,Total,SE,Sweden,A,Annual,2563,,10,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
715,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,WDCR0302,ความคล่องตัวทางธุรกิจ,_T,Total,SE,Sweden,A,Annual,2564,,13,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
716,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,WDCR0302,ความคล่องตัวทางธุรกิจ,_T,Total,SE,Sweden,A,Annual,2565,,10,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
717,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,_T,Total,_T,Total,CH,Switzerland,A,Annual,2562,,23,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
718,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,_T,Total,_T,Total,CH,Switzerland,A,Annual,2563,,18,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
719,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,_T,Total,_T,Total,CH,Switzerland,A,Annual,2564,,7,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
720,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,_T,Total,_T,Total,CH,Switzerland,A,Annual,2565,,30,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
721,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0105,Price level,_T,Total,TH,Thailand,A,Annual,2562,,29,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
722,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0105,Price level,_T,Total,TH,Thailand,A,Annual,2563,,28,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
723,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0105,Price level,_T,Total,TH,Thailand,A,Annual,2564,,37,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
724,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR01,Economic performance,WCR0105,Price level,_T,Total,TH,Thailand,A,Annual,2565,,31,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
725,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,_T,Total,_T,Total,DK,Denmark,A,Annual,2562,,6,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
726,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,_T,Total,_T,Total,DK,Denmark,A,Annual,2563,,4,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
727,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,_T,Total,_T,Total,DK,Denmark,A,Annual,2564,,7,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
728,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,_T,Total,_T,Total,DK,Denmark,A,Annual,2565,,6,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
729,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0202,Tax policy,_T,Total,HK,"Hong Kong, China",A,Annual,2562,,2,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
730,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0202,Tax policy,_T,Total,HK,"Hong Kong, China",A,Annual,2563,,2,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
731,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0202,Tax policy,_T,Total,HK,"Hong Kong, China",A,Annual,2564,,2,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
732,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0202,Tax policy,_T,Total,HK,"Hong Kong, China",A,Annual,2565,,2,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
733,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0203,Institutional management framework,_T,Total,SE,Sweden,A,Annual,2562,,7,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
734,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0203,Institutional management framework,_T,Total,SE,Sweden,A,Annual,2563,,5,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
735,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0203,Institutional management framework,_T,Total,SE,Sweden,A,Annual,2564,,3,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
736,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0203,Institutional management framework,_T,Total,SE,Sweden,A,Annual,2565,,4,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
737,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0204,Business law,_T,Total,CH,Switzerland,A,Annual,2562,,12,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
738,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0204,Business law,_T,Total,CH,Switzerland,A,Annual,2563,,12,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
739,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0204,Business law,_T,Total,CH,Switzerland,A,Annual,2564,,10,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
740,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0204,Business law,_T,Total,CH,Switzerland,A,Annual,2565,,7,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
741,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0204,Business law,_T,Total,DK,Denmark,A,Annual,2562,,3,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
742,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0204,Business law,_T,Total,DK,Denmark,A,Annual,2563,,2,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
743,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0204,Business law,_T,Total,DK,Denmark,A,Annual,2564,,2,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
744,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0204,Business law,_T,Total,DK,Denmark,A,Annual,2565,,3,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
745,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0205,Social management framework,_T,Total,SG,Singapore,A,Annual,2562,,9,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
746,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0205,Social management framework,_T,Total,SG,Singapore,A,Annual,2563,,18,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
747,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0205,Social management framework,_T,Total,SG,Singapore,A,Annual,2564,,17,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
748,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR02,Government efficiency,WCR0205,Social management framework,_T,Total,SG,Singapore,A,Annual,2565,,22,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
749,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0402,Technology infrastructure,_T,Total,TH,Thailand,A,Annual,2562,,38,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
750,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0402,Technology infrastructure,_T,Total,TH,Thailand,A,Annual,2563,,34,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
751,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0402,Technology infrastructure,_T,Total,TH,Thailand,A,Annual,2564,,37,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
752,Competitiveness Ranking ,I,WCR,World Competitiveness Ranking,WCR04,Infrastructure,WCR0402,Technology infrastructure,_T,Total,TH,Thailand,A,Annual,2565,,34,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
753,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0103,ความเข้มข้นทางวิทยาศาสตร์,WDCR010303,Female researchers,TH,Thailand,A,Annual,2560,,2,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
754,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0103,ความเข้มข้นทางวิทยาศาสตร์,WDCR010303,Female researchers,TH,Thailand,A,Annual,2561,,2,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
755,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0103,ความเข้มข้นทางวิทยาศาสตร์,WDCR010303,Female researchers,TH,Thailand,A,Annual,2562,,3,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
756,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0103,ความเข้มข้นทางวิทยาศาสตร์,WDCR010303,Female researchers,TH,Thailand,A,Annual,2563,,6,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
757,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0103,ความเข้มข้นทางวิทยาศาสตร์,WDCR010303,Female researchers,TH,Thailand,A,Annual,2564,,6,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
758,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR01,Knowledge,WDCR0103,ความเข้มข้นทางวิทยาศาสตร์,WDCR010303,Female researchers,TH,Thailand,A,Annual,2565,,6,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
759,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020103,Immigration laws,TH,Thailand,A,Annual,2560,,24,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
760,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020103,Immigration laws,TH,Thailand,A,Annual,2561,,26,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
761,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020103,Immigration laws,TH,Thailand,A,Annual,2562,,27,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
762,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020103,Immigration laws,TH,Thailand,A,Annual,2563,,23,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
763,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020103,Immigration laws,TH,Thailand,A,Annual,2564,,20,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
764,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0201,โครงสร้างการควบคุม,WDCR020103,Immigration laws,TH,Thailand,A,Annual,2565,,32,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
765,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0203,โครงสร้างเทคโนโลยี,WDCR020304,Internet users,TH,Thailand,A,Annual,2560,,53,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
766,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0203,โครงสร้างเทคโนโลยี,WDCR020304,Internet users,TH,Thailand,A,Annual,2561,,54,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
767,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0203,โครงสร้างเทคโนโลยี,WDCR020304,Internet users,TH,Thailand,A,Annual,2562,,54,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
768,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0203,โครงสร้างเทคโนโลยี,WDCR020304,Internet users,TH,Thailand,A,Annual,2563,,54,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
769,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0203,โครงสร้างเทคโนโลยี,WDCR020304,Internet users,TH,Thailand,A,Annual,2564,,49,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
770,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR02,Technology,WDCR0203,โครงสร้างเทคโนโลยี,WDCR020304,Internet users,TH,Thailand,A,Annual,2565,,44,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
771,Competitiveness Ranking ,I,WDCR,World Digital Competitiveness Ranking,WDCR03,Future Readiness,WDCR0302,ความคล่องตัวทางธุรกิจ,WDCR030206,Entrepreneurial fear of failure,TH,Thailand,A,Annual,2560,,0,,สำนักงานคณะกรรมการดิจิทัลเพื่อเศรษฐกิจและสังคมแห่งชาติ,,RNK,Rank
