Score,major,section,premath_ach,stat_att,study_hour,solve,Hash_Name
5,เคมี,ตอนเรียนที่ 6,มีพื้นฐานน้อย,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,1-2 ชั่วโมง,ค้นคว้าเองทาง internet,25ea5a5f
7,เคมี,ตอนเรียนที่ 6,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,น้อยกว่า 1 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,159ff1fa
4,การศึกษานอกระบบโรงเรียน,ตอนเรียนที่ 5,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,ค้นคว้าเองทาง internet,5f6e5d1e
7,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 9,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,เฉย ๆ  เพราะยังไม่เคยเรียนมาก่อน,1-2 ชั่วโมง,ทบทวนหลาย ๆ  รอบ,309d7f32
4,วิทยาศาสตร์ทั่วไป,ตอนเรียนที่ 6,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,ไม่ได้ทบทวน,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,2c949eb9
3,สุขศึกษาและพละศึกษา,ตอนเรียนที่ 2,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,ไม่ได้ทบทวน,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,a9b8d6d4
7,สังคมศึกษา,ตอนเรียนที่ 2,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,น้อยกว่า 1 ชั่วโมง,ค้นคว้าเองทาง internet,f0123e57
7,สังคมศึกษา,ตอนเรียนที่ 2,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,ค้นคว้าเองทาง internet,f0123e57
7,เทคโนโลยีการศึกษา,ตอนเรียนที่ 9,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,น้อยกว่า 1 ชั่วโมง,"ใช้ Generative AI เช่น ChatGPT, Gemini",f4f990b3
4,ดนตรีศึกษา,ตอนเรียนที่ 4,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,มากกว่า 2 ชั่วโมง,ทบทวนหลาย ๆ  รอบ,706d55c0
5,การศึกษานอกระบบโรงเรียน,ตอนเรียนที่ 5,มีพื้นฐานน้อย,เฉย ๆ  เพราะยังไม่เคยเรียนมาก่อน,น้อยกว่า 1 ชั่วโมง,ค้นคว้าเองทาง internet,abc357ab
5,เคมี,ตอนเรียนที่ 6,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,เฉย ๆ  เพราะยังไม่เคยเรียนมาก่อน,น้อยกว่า 1 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,a1b2d7aa
7,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 3,มีพื้นฐานน้อย,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,1-2 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,b758e628
7,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 6,ยังไม่เคยเรียนรายวิชาเกี่ยวกับสถิติมาก่อน,เฉย ๆ  เพราะยังไม่เคยเรียนมาก่อน,1-2 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,7190de88
4,วิทยาศาสตร์ทั่วไป,ตอนเรียนที่ 4,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,ไม่ได้ทบทวน,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,6ec4fb6d
6,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 9,มีพื้นฐานน้อย,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,น้อยกว่า 1 ชั่วโมง,"ใช้ Generative AI เช่น ChatGPT, Gemini",f6650e67
6,วิทยาศาสตร์ทั่วไป,ตอนเรียนที่ 8,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,เฉย ๆ  เพราะยังไม่เคยเรียนมาก่อน,ไม่ได้ทบทวน,ค้นคว้าเองทาง internet,d17544d5
7,มัธยมศึกษา (วิทยาศาสตร์),ตอนเรียนที่ 4,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,น้อยกว่า 1 ชั่วโมง,ค้นคว้าเองทาง internet,eee82bd9
6,วิทยาศาสตร์ทั่วไป,ตอนเรียนที่ 1,ดี สามารถเข้าใจในเนื้อหารายวิชานี้ได้เป็นอย่างดี,รู้สึกสนใจและคาดหวังว่าจะสนุก,1-2 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,b9086359
3,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 9,ยังไม่เคยเรียนรายวิชาเกี่ยวกับสถิติมาก่อน,เฉย ๆ  เพราะยังไม่เคยเรียนมาก่อน,น้อยกว่า 1 ชั่วโมง,ทบทวนหลาย ๆ  รอบ,e33d5afd
7,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 9,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,915f9245
2,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 3,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,1-2 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,5cb4bec7
6,เทคโนโลยีการศึกษา,ตอนเรียนที่ 8,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,1-2 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,47a32364
7,ประถมศึกษา,ตอนเรียนที่ 7,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,น้อยกว่า 1 ชั่วโมง,ค้นคว้าเองทาง internet,748cdd20
7,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 2,มีพื้นฐานน้อย,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,0b4551aa
6,สุขศึกษาและพลศึกษา,NA,ยังไม่เคยเรียนรายวิชาเกี่ยวกับสถิติมาก่อน,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,ไม่ได้ทบทวน,ค้นคว้าเองทาง internet,a650d000
3,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 3,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,ไม่ได้ทบทวน,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,80011727
5,ดนตรีศึกษา,ตอนเรียนที่ 4,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,เฉย ๆ  เพราะยังไม่เคยเรียนมาก่อน,น้อยกว่า 1 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,2824ae58
7,ฟิสิกส์,ตอนเรียนที่ 3,ดี สามารถเข้าใจในเนื้อหารายวิชานี้ได้เป็นอย่างดี,รู้สึกสนใจและคาดหวังว่าจะสนุก,มากกว่า 2 ชั่วโมง,ค้นคว้าเองทาง internet,c7299ade
4,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 3,มีพื้นฐานน้อย,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,1-2 ชั่วโมง,"ใช้ Generative AI เช่น ChatGPT, Gemini",70137cae
6,สุขศึกษาและพละศึกษา,ตอนเรียนที่ 9,ยังไม่เคยเรียนรายวิชาเกี่ยวกับสถิติมาก่อน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,ทบทวนหลาย ๆ  รอบ,14c5064d
6,การศึกษานอกระบบโรงเรียน,ตอนเรียนที่ 4,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,น้อยกว่า 1 ชั่วโมง,"ใช้ Generative AI เช่น ChatGPT, Gemini",beea0a2c
7,การศึกษานอกระบบโรงเรียน,ตอนเรียนที่ 5,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,1-2 ชั่วโมง,ค้นคว้าเองทาง internet,8668f63d
7,การศึกษานอกระบบโรงเรียน,ตอนเรียนที่ 5,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,f65b0212
3,การศึกษานอกระบบโรงเรียน,ตอนเรียนที่ 4,มีพื้นฐานน้อย,รู้สึกสนใจและคาดหวังว่าจะสนุก,1-2 ชั่วโมง,"ใช้ Generative AI เช่น ChatGPT, Gemini",e115eef6
2,ภาษาอังกฤษ,ตอนเรียนที่ 1,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,1-2 ชั่วโมง,ค้นคว้าเองทาง internet,0d01d05c
3,การศึกษา,ตอนเรียนที่ 4,มีพื้นฐานน้อย,รู้สึกสนใจและคาดหวังว่าจะสนุก,1-2 ชั่วโมง,"ใช้ Generative AI เช่น ChatGPT, Gemini",e115eef6
5,เทคโนโลยีการศึกษา,ตอนเรียนที่ 9,มีพื้นฐานน้อย,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,มากกว่า 2 ชั่วโมง,"ใช้ Generative AI เช่น ChatGPT, Gemini",96cdb7f8
6,เทคโนโลยีการศึกษา,ตอนเรียนที่ 9,ดี สามารถเข้าใจในเนื้อหารายวิชานี้ได้เป็นอย่างดี,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,ไม่ได้ทบทวน,ค้นคว้าเองทาง internet,d6862f01
4,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 3,มีพื้นฐานน้อย,รู้สึกสนใจและคาดหวังว่าจะสนุก,น้อยกว่า 1 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,90b0e11d
6,ดนตรีศึกษา,ตอนเรียนที่ 4,มีพื้นฐานน้อย,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,6533f490
4,เคมี,ตอนเรียนที่ 6,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,faaaeaf6
4,สุขศึกษาและพละศึกษา,ตอนเรียนที่ 4,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,42425bd5
7,ชีววิทยา,ตอนเรียนที่ 8,มีพื้นฐานน้อย,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,1-2 ชั่วโมง,ถามอาจารย์,0aa26c9b
2,ประถมศึกษา,ตอนเรียนที่ 2,มีพื้นฐานน้อย,เฉย ๆ  เพราะยังไม่เคยเรียนมาก่อน,ไม่ได้ทบทวน,"ใช้ Generative AI เช่น ChatGPT, Gemini",2f48b4e4
1,เทคโนโลยีการศึกษา,ตอนเรียนที่ 8,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,น้อยกว่า 1 ชั่วโมง,"ใช้ Generative AI เช่น ChatGPT, Gemini",fa1f0739
4,สังคมศึกษา,ตอนเรียนที่ 2,ยังไม่เคยเรียนรายวิชาเกี่ยวกับสถิติมาก่อน,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,มากกว่า 2 ชั่วโมง,ถามอาจารย์,c163ace7
6,สังคมศึกษา,ตอนเรียนที่ 2,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,1-2 ชั่วโมง,ถามอาจารย์,9a61c4f4
7,สังคมศึกษา,ตอนเรียนที่ 7,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,1-2 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,5f1bfa2d
1,สุขศึกษาและะพลศึกษา,NA,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,ไม่ได้ทบทวน,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,19c60e69
5,วิทยาศาสตร์ทั่วไป,ตอนเรียนที่ 1,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,ไม่ได้ทบทวน,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,d4d0f2a6
7,ฟิสิกส์,ตอนเรียนที่ 3,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,"ใช้ Generative AI เช่น ChatGPT, Gemini",809fd363
3,วิชาเอกสังคมศึกษา,ตอนเรียนที่ 7,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,น้อยกว่า 1 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,a1f5d123
5,การศึกษานอกระบบโรงเรียน,ตอนเรียนที่ 4,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,1-2 ชั่วโมง,ทบทวนหลาย ๆ  รอบ,6bc107c0
3,วิทยาศาสตร์ทั่วไป,ตอนเรียนที่ 1,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,น้อยกว่า 1 ชั่วโมง,"ใช้ Generative AI เช่น ChatGPT, Gemini",07f78a5b
4,ประถมศึกษา,NA,ดี สามารถเข้าใจในเนื้อหารายวิชานี้ได้เป็นอย่างดี,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,1-2 ชั่วโมง,ค้นคว้าเองทาง internet,7f44ac7b
7,ภาษาอังกฤษ,ตอนเรียนที่ 1,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,1-2 ชั่วโมง,ทบทวนหลาย ๆ  รอบ,f165aece
4,ประถมศึกษา,ตอนเรียนที่ 2,มีพื้นฐานน้อย,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,1-2 ชั่วโมง,ค้นคว้าเองทาง internet,8250a77a
4,มัธยมสังคม,ตอนเรียนที่ 2,มีพื้นฐานน้อย,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,ไม่ได้ทบทวน,ค้นคว้าเองทาง internet,b72e1273
6,วิทยาศาสตร์ทั่วไป,ตอนเรียนที่ 1,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,น้อยกว่า 1 ชั่วโมง,ค้นคว้าเองทาง internet,00d90798
7,การศึกษานอกระบบโรงเรียน,ตอนเรียนที่ 6,มีพื้นฐานน้อย,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,ไม่ได้ทบทวน,"ใช้ Generative AI เช่น ChatGPT, Gemini",21f212e5
5,ประถมศึกษา,ตอนเรียนที่ 2,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,ค้นคว้าเองทาง internet,ec60c876
5,ประถทศึกษา,ตอนเรียนที่ 8,ดี สามารถเข้าใจในเนื้อหารายวิชานี้ได้เป็นอย่างดี,รู้สึกสนใจและคาดหวังว่าจะสนุก,น้อยกว่า 1 ชั่วโมง,ค้นคว้าเองทาง internet,e509ad43
7,ประถมศึกษา,ตอนเรียนที่ 2,มีพื้นฐานน้อย,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,c37b4df1
5,ประถมศึกษา,ตอนเรียนที่ 2,มีพื้นฐานน้อย,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,84beb2fe
6,ประถมศึกษา,ตอนเรียนที่ 2,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,1-2 ชั่วโมง,ทบทวนหลาย ๆ  รอบ,a57d5325
3,ดนตรีศึกษา,ตอนเรียนที่ 5,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,ไม่ได้ทบทวน,ค้นคว้าเองทาง internet,bf5544a5
1,เทคโนโลยีการศึกศา,ตอนเรียนที่ 8,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,1-2 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,e01b743f
6,สังคมศึกษา,ตอนเรียนที่ 2,ดี สามารถเข้าใจในเนื้อหารายวิชานี้ได้เป็นอย่างดี,เฉย ๆ  เพราะยังไม่เคยเรียนมาก่อน,1-2 ชั่วโมง,ค้นคว้าเองทาง internet,33052699
7,เคมี,ตอนเรียนที่ 6,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,1-2 ชั่วโมง,"ใช้ Generative AI เช่น ChatGPT, Gemini",584521e2
7,เคมี,ตอนเรียนที่ 6,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,1-2 ชั่วโมง,"ใช้ Generative AI เช่น ChatGPT, Gemini",4ed323fe
7,ประถมศึกษา,ตอนเรียนที่ 2,มีพื้นฐานน้อย,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,1-2 ชั่วโมง,ทบทวนหลาย ๆ  รอบ,13c36261
2,นอกระบบ,ตอนเรียนที่ 5,ยังไม่เคยเรียนรายวิชาเกี่ยวกับสถิติมาก่อน,รู้สึกสนใจและคาดหวังว่าจะสนุก,น้อยกว่า 1 ชั่วโมง,ค้นคว้าเองทาง internet,bb513b38
6,ชีววิทยา,ตอนเรียนที่ 8,ดี สามารถเข้าใจในเนื้อหารายวิชานี้ได้เป็นอย่างดี,รู้สึกสนใจและคาดหวังว่าจะสนุก,มากกว่า 2 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,fca9626e
5,วิทยาศาสตร์ทั่วไป,ตอนเรียนที่ 1,ดี สามารถเข้าใจในเนื้อหารายวิชานี้ได้เป็นอย่างดี,รู้สึกสนใจและคาดหวังว่าจะสนุก,มากกว่า 2 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,6a85efe3
2,เคมี,ตอนเรียนที่ 4,ดี สามารถเข้าใจในเนื้อหารายวิชานี้ได้เป็นอย่างดี,รู้สึกสนใจและคาดหวังว่าจะสนุก,ไม่ได้ทบทวน,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,28e8fd7e
5,การศึกษานอกระบบโรงเรียน,ตอนเรียนที่ 4,ยังไม่เคยเรียนรายวิชาเกี่ยวกับสถิติมาก่อน,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,ไม่ได้ทบทวน,ค้นคว้าเองทาง internet,1aff8103
1,สังคมศึกษา,ตอนเรียนที่ 7,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,1-2 ชั่วโมง,ค้นคว้าเองทาง internet,8614a7f0
1,ดนตรีศึกษา,ตอนเรียนที่ 6,มีพื้นฐานน้อย,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,1-2 ชั่วโมง,"ใช้ Generative AI เช่น ChatGPT, Gemini",b8536c5d
3,สุขศึกษาพลศึกษา,ตอนเรียนที่ 9,ยังไม่เคยเรียนรายวิชาเกี่ยวกับสถิติมาก่อน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,ถามอาจารย์,a06f0b6b
0,สุขศึกษาและพละศึกษา,ตอนเรียนที่ 3,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,ค้นคว้าเองทาง internet,5c3f94b4
3,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 9,ดี สามารถเข้าใจในเนื้อหารายวิชานี้ได้เป็นอย่างดี,รู้สึกสนใจและคาดหวังว่าจะสนุก,1-2 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,a3cbfea8
2,เอกนอกระบบโรงเรียน,ตอนเรียนที่ 2,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,น้อยกว่า 1 ชั่วโมง,ถามอาจารย์,86dfbd17
1,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 9,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,รู้สึกสนใจและคาดหวังว่าจะสนุก,น้อยกว่า 1 ชั่วโมง,ถามอาจารย์,8e38fcc6
1,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 2,มีพื้นฐานน้อย,ไม่แน่ใจว่าจะสามารถเข้าใจเนื้อหาได้หรือไม่,1-2 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,0b84a561
5,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 3,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,962e0085
6,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 3,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,น้อยกว่า 1 ชั่วโมง,พูดคุย ซักถามกับเพื่อน เพื่อช่วยกันทำความเข้าใจ,962e0085
3,สุขศึกษาและพลศึกษา,ตอนเรียนที่ 3,ปานกลาง พอมีพื้นฐานอยู่บ้าง แต่ยังต้องทบทวน,กังวลเพราะเคยมีประสบการณ์ที่ไม่ดีเกี่ยวกับสถิติ,มากกว่า 2 ชั่วโมง,ทบทวนหลาย ๆ  รอบ,e83e6f4a
