"age","years_study","major","level","work_status","gpa","credits_per_term","withdrawal_count","failed_courses","scholarship_status","family_income","monthly_expense","payment_status","absence_count","activity_participation","library_usage","distance_from_home","accommodation_type","commute_hours","academic_risk"
18,5,"Business","Graduate","Not Working",2.04,8,0,0,"None",30573,10728,NA,4,1,NA,234,"Apartment",0.6,"Low Risk"
21,1,"Liberal Arts","Undergraduate","Not Working",2.01,19,2,3,"None",12917,6725,"Delayed",7,2,2,55,"Home",2.2,"Medium Risk"
26,1,"Science","Undergraduate","Not Working",3.97,16,0,0,"None",45210,13535,"Delayed",2,2,9,211,"Dormitory",1.4,"Low Risk"
23,1,"Business","Graduate",NA,1.23,6,4,0,"None",NA,6639,NA,8,2,2,149,"Dormitory",0.7,"High Risk"
21,4,"Business","Undergraduate","Not Working",3.25,12,0,0,"None",78201,12694,"Current",0,1,5,201,"Dormitory",1.1,"Low Risk"
19,2,"Business","Graduate","Not Working",3.2,12,0,0,"Partial",NA,10266,"Delayed",0,4,9,116,"Dormitory",0.7,"Low Risk"
23,1,"Engineering","Undergraduate","Working",1.18,9,0,0,"None",263680,12659,"Current",23,0,5,34,"Apartment",1.4,"Medium Risk"
18,5,"Engineering","Undergraduate","Not Working",0.72,14,2,0,"None",NA,14811,"Delayed",8,3,4,36,"Apartment",0.7,"High Risk"
22,2,"Business","Graduate","Not Working",3.87,12,0,0,"None",288633,11258,"Current",0,4,8,106,"Dormitory",1.1,"Low Risk"
21,4,"Science","Undergraduate","Working",2.34,10,1,0,"None",10890,12833,"Overdue",12,0,6,26,"Home",1,"Medium Risk"
22,4,"Engineering","Undergraduate",NA,1.74,14,1,0,"None",14133,11464,"Delayed",4,5,NA,169,"Dormitory",0.5,"Medium Risk"
23,1,"Engineering","Undergraduate","Not Working",2.18,19,1,0,"None",60938,10116,NA,3,3,4,33,"Home",1.3,"Low Risk"
24,5,"Business","Undergraduate",NA,3.1,17,1,0,"Full",86057,10210,"Current",8,2,8,14,"Home",0.6,"Low Risk"
21,3,"Science","Graduate","Not Working",3.37,12,0,0,"Partial",17862,14357,"Current",0,2,7,239,"Dormitory",0.9,"Low Risk"
23,2,"Science","Undergraduate","Not Working",2.52,18,0,1,"None",103769,13047,"Current",1,2,4,5,"Home",0.5,"Low Risk"
23,3,"Engineering","Undergraduate","Not Working",3.46,17,0,0,"None",NA,12686,NA,0,2,NA,39,"Home",1.6,"Low Risk"
23,2,"Science","Undergraduate","Working",2.17,11,1,0,"Full",NA,14344,NA,13,0,NA,197,"Dormitory",1,"Medium Risk"
21,1,"Business","Undergraduate","Not Working",3.5,20,0,0,"None",20041,12050,"Delayed",0,2,5,258,"Dormitory",0.6,"Low Risk"
18,1,"Business","Undergraduate","Not Working",2.69,15,0,0,"None",NA,10074,NA,6,3,6,27,"Home",1.1,"Low Risk"
19,6,"Business","Undergraduate","Working",4,13,0,0,"Partial",19407,9473,"Current",2,0,10,26,"Home",1,"Low Risk"
18,2,"Business","Undergraduate","Working",3.79,9,0,0,"None",NA,10198,NA,7,1,6,23,"Home",0.9,"Low Risk"
23,3,"Business","Undergraduate","Not Working",3.02,18,0,0,"None",108216,10015,"Current",6,3,8,13,"Home",0.5,"Low Risk"
18,6,"Business","Undergraduate",NA,1.48,12,0,1,"None",NA,8509,"Current",8,2,2,107,"Apartment",0.5,"High Risk"
25,3,"Medicine","Undergraduate",NA,1.68,20,0,0,"None",52973,15459,"Current",9,2,3,200,"Apartment",0.7,"Low Risk"
21,3,"Business","Graduate",NA,3,6,0,0,"None",12089,7809,NA,6,2,7,493,"Dormitory",0.5,"Low Risk"
20,2,"Liberal Arts","Undergraduate","Not Working",2.27,16,0,0,"None",23272,11103,"Delayed",7,2,5,21,"Home",0.8,"Low Risk"
23,1,"Medicine","Graduate","Not Working",1.19,11,4,2,"None",31769,16256,NA,6,3,2,114,"Apartment",0.3,"High Risk"
20,5,"Engineering","Undergraduate",NA,1.19,13,2,1,"None",21119,13915,NA,16,0,4,134,"Dormitory",1.3,"High Risk"
25,5,"Science","Undergraduate","Not Working",2.35,19,0,1,"None",NA,12131,"Current",3,3,5,167,"Apartment",1.1,"Low Risk"
18,3,"Business","Undergraduate","Not Working",2.81,20,0,0,"None",51436,7894,"Current",11,1,9,29,"Home",1.2,"Low Risk"
23,1,"Engineering","Undergraduate","Not Working",1.61,19,1,1,"None",44949,9322,"Current",8,2,5,181,"Dormitory",1.2,"Medium Risk"
25,2,"Science","Undergraduate","Not Working",3.47,17,0,0,"None",87741,10347,"Current",0,5,5,135,"Apartment",0.6,"Low Risk"
26,3,"Engineering","Graduate","Not Working",1.48,11,1,0,"None",NA,11578,NA,18,2,6,55,"Home",2.2,"Medium Risk"
25,1,"Engineering","Graduate","Working",2.47,14,0,0,"None",345279,12541,"Current",15,0,4,70,"Home",2.8,"Medium Risk"
23,3,"Engineering","Graduate","Working",1.93,10,1,0,"None",NA,9481,"Current",16,0,8,108,"Dormitory",1.2,"Medium Risk"
19,3,"Engineering","Undergraduate",NA,1.08,15,4,3,"None",69032,12870,"Current",26,0,2,58,"Home",2.3,"High Risk"
23,2,"Liberal Arts","Undergraduate","Not Working",1.77,14,1,1,"None",48146,10398,"Delayed",5,0,3,5,"Home",0.5,"Medium Risk"
23,2,"Medicine","Undergraduate","Not Working",1.45,20,2,0,"Partial",49092,16925,"Current",11,1,4,84,"Apartment",0.9,"Medium Risk"
18,1,"Engineering","Undergraduate","Not Working",3.07,18,0,0,"Full",17892,13552,"Current",6,2,4,79,"Home",3.2,"Low Risk"
19,2,"Business","Undergraduate",NA,3.69,21,0,0,"None",28452,11229,"Delayed",0,3,10,18,"Home",0.7,"Low Risk"
20,3,"Engineering","Undergraduate","Not Working",3.91,17,0,0,"None",20459,11569,"Current",0,3,9,26,"Home",1,"Low Risk"
21,4,"Engineering","Undergraduate","Working",1.8,14,2,0,"None",NA,12725,NA,18,0,5,800,"Dormitory",0.2,"Medium Risk"
19,3,"Engineering","Undergraduate","Working",4,14,0,0,"None",24693,12035,NA,4,1,8,800,"Dormitory",0.7,"Low Risk"
25,3,"Science","Undergraduate","Not Working",2.52,17,0,0,"Partial",14291,10093,"Delayed",8,3,6,35,"Home",1.4,"Low Risk"
20,4,"Medicine","Graduate","Not Working",1.93,6,0,0,"None",51955,15865,"Current",7,2,0,19,"Home",0.8,"Medium Risk"
20,4,"Business","Graduate","Not Working",1.85,10,1,0,"None",23006,11131,NA,4,1,4,130,"Dormitory",1,"Medium Risk"
22,3,"Business","Graduate","Not Working",2.65,11,0,0,"None",47684,9797,NA,6,1,NA,47,"Home",1.9,"Low Risk"
20,3,"Science","Undergraduate",NA,4,18,0,0,"None",78690,7513,"Current",0,3,10,29,"Home",1.2,"Low Risk"
18,3,"Science","Undergraduate","Not Working",1.99,21,1,0,"None",31229,13856,"Delayed",6,3,NA,31,"Home",1.2,"Low Risk"
20,1,"Business","Undergraduate",NA,2.12,16,0,0,"None",NA,11180,NA,6,3,7,41,"Home",1.6,"Medium Risk"
21,2,"Liberal Arts","Graduate","Not Working",3.26,6,0,0,"Full",NA,5000,NA,1,3,6,46,"Home",1.8,"Low Risk"
20,1,"Business","Graduate","Not Working",3.71,9,0,0,"Partial",14615,12553,"Delayed",1,3,7,21,"Home",0.8,"Low Risk"
18,4,"Engineering","Undergraduate","Not Working",3.11,17,1,0,"None",46319,11244,"Current",9,3,5,28,"Home",1.1,"Low Risk"
23,3,"Business","Undergraduate","Working",1.89,9,2,0,"None",NA,7337,"Current",12,0,6,229,"Apartment",0.4,"Medium Risk"
19,4,"Engineering","Graduate","Not Working",1.15,10,1,4,"Partial",12596,13900,NA,12,1,NA,105,"Dormitory",1.4,"High Risk"
18,3,"Liberal Arts","Undergraduate","Not Working",2.26,13,0,0,"None",NA,6720,NA,10,2,NA,25,"Home",1,"Medium Risk"
23,1,"Science","Undergraduate","Working",3.41,12,0,0,"Partial",NA,11363,NA,10,3,NA,103,"Apartment",0.5,"Low Risk"
23,5,"Engineering","Graduate","Not Working",1.68,7,0,0,"None",57362,11273,"Current",7,3,7,20,"Home",0.8,"Medium Risk"
22,2,"Engineering","Graduate","Not Working",1.57,6,0,0,"None",NA,10888,NA,12,2,4,74,"Home",3,"High Risk"
23,3,"Science","Undergraduate","Not Working",2.9,14,0,0,"Partial",49424,10712,"Current",4,2,9,76,"Home",3,"Low Risk"
18,1,"Science","Undergraduate","Not Working",2.53,14,0,0,"None",NA,15345,NA,4,4,6,35,"Home",1.4,"Low Risk"
24,1,"Business","Undergraduate","Not Working",1.83,17,0,0,"None",22814,10216,"Current",7,3,3,5,"Home",0.5,"Low Risk"
23,1,"Liberal Arts","Undergraduate","Not Working",2.86,21,0,0,"None",19264,9488,NA,1,4,6,30,"Home",1.2,"Low Risk"
23,5,"Science","Graduate","Not Working",3.33,12,0,0,"None",16444,13008,"Delayed",2,2,7,26,"Home",1,"Low Risk"
22,3,"Business","Undergraduate","Working",2.1,13,2,1,"None",39594,9578,NA,16,0,7,109,"Apartment",0.9,"Medium Risk"
24,3,"Business","Undergraduate","Working",1.09,14,0,0,"None",46119,12101,NA,22,0,0,118,"Apartment",1.3,"Medium Risk"
18,3,"Engineering","Undergraduate","Not Working",0.28,17,2,2,"None",41818,13517,"Current",21,2,1,92,"Home",3.7,"High Risk"
21,3,"Engineering","Undergraduate","Not Working",2.89,17,0,0,"Partial",22096,10597,"Current",0,4,8,5,"Home",0.5,"Low Risk"
21,2,"Medicine","Undergraduate","Not Working",1.31,21,2,3,"None",57255,15418,"Current",7,1,3,373,"Apartment",0.6,"Medium Risk"
24,3,"Liberal Arts","Undergraduate","Working",1.83,12,1,1,"None",30140,14049,NA,16,0,3,19,"Home",0.8,"Medium Risk"
26,6,"Business","Undergraduate","Working",2.33,10,1,0,"None",60762,7160,NA,15,0,3,22,"Home",0.9,"Low Risk"
20,3,"Medicine","Graduate","Not Working",2.1,12,1,0,"None",21461,13621,NA,1,3,NA,100,"Apartment",0.6,"Low Risk"
23,2,"Medicine","Undergraduate","Not Working",1.91,20,0,0,"None",78626,13555,"Current",9,2,2,242,"Apartment",1.5,"Low Risk"
20,3,"Science","Graduate","Not Working",2.66,11,0,0,"Partial",44316,14098,"Current",10,3,NA,89,"Apartment",1.2,"Low Risk"
20,3,"Science","Undergraduate","Working",2.46,14,2,0,"None",116854,8386,"Current",9,0,6,60,"Home",2.4,"Low Risk"
21,2,"Business","Undergraduate","Working",1.56,14,4,1,"None",NA,12734,NA,14,0,4,26,"Home",1,"High Risk"
20,5,"Science","Undergraduate","Not Working",3.06,16,1,0,"None",34245,11260,"Delayed",1,4,8,32,"Home",1.3,"Low Risk"
21,1,"Medicine","Undergraduate","Working",2.02,10,1,1,"None",48019,15316,"Current",19,0,5,265,"Apartment",1.3,"Medium Risk"
21,2,"Liberal Arts","Undergraduate","Not Working",2.8,14,0,0,"None",17864,7530,"Current",9,3,5,23,"Home",0.9,"Low Risk"
19,5,"Engineering","Undergraduate","Not Working",3.21,16,0,0,"Full",10993,12997,"Current",0,2,9,800,"Dormitory",0.6,"Low Risk"
20,3,"Science","Undergraduate","Not Working",2.58,14,1,0,"Partial",NA,10147,"Current",5,1,4,66,"Apartment",0.8,"Low Risk"
23,4,"Science","Undergraduate","Not Working",1.2,14,0,1,"None",19555,12059,NA,8,2,2,284,"Dormitory",0.7,"Medium Risk"
22,4,"Liberal Arts","Graduate","Not Working",2.64,11,0,0,"None",51692,10668,"Current",4,1,6,57,"Home",2.3,"Low Risk"
19,4,"Engineering","Undergraduate","Working",1.13,14,4,4,"None",NA,13039,"Delayed",17,0,2,800,"Dormitory",0.8,"High Risk"
19,1,"Science","Graduate","Not Working",3.1,12,0,0,"Full",66535,10401,"Current",1,2,NA,125,"Apartment",0.3,"Low Risk"
22,6,"Liberal Arts","Undergraduate","Working",2.65,12,0,0,"None",22092,9868,NA,18,1,2,238,"Dormitory",0.5,"Medium Risk"
19,2,"Business","Undergraduate","Not Working",2.47,17,1,1,"None",7812,10310,NA,7,2,4,48,"Home",1.9,"Medium Risk"
22,3,"Science","Undergraduate","Not Working",2.82,16,0,0,"None",NA,12424,NA,2,2,NA,5,"Home",0.5,"Low Risk"
20,2,"Business","Undergraduate","Not Working",1.66,14,0,0,"None",NA,13278,NA,11,4,NA,14,"Home",0.6,"Medium Risk"
22,1,"Liberal Arts","Undergraduate",NA,2.26,20,1,0,"None",26112,9189,"Current",0,4,NA,146,"Dormitory",0.3,"Low Risk"
20,4,"Science","Undergraduate","Not Working",2.41,21,0,0,"None",77434,14281,"Current",8,2,3,28,"Home",1.1,"Low Risk"
23,2,"Liberal Arts","Undergraduate",NA,2.67,13,0,0,"None",NA,10976,NA,7,1,3,199,"Dormitory",1,"Medium Risk"
21,1,"Business","Graduate","Not Working",2.31,10,0,0,"None",11120,6363,"Delayed",7,1,5,53,"Apartment",0.9,"Medium Risk"
21,3,"Engineering","Undergraduate",NA,3.16,10,0,0,"None",NA,13125,NA,10,0,5,5,"Home",0.5,"Low Risk"
22,1,"Engineering","Undergraduate","Working",0.76,14,2,2,"None",79095,13160,"Current",14,0,2,582,"Dormitory",1,"High Risk"
20,2,"Business","Undergraduate",NA,2.13,13,0,0,"None",NA,8918,"Delayed",7,1,7,684,"Dormitory",0.2,"Low Risk"
19,3,"Medicine","Graduate","Not Working",2.14,9,0,0,"None",NA,16163,"Current",3,3,4,103,"Apartment",0.3,"Low Risk"
21,5,"Science","Undergraduate","Working",2.29,11,1,0,"None",46879,14207,"Current",7,1,NA,32,"Apartment",0.5,"Low Risk"
20,4,"Engineering","Undergraduate","Not Working",2.15,12,0,1,"None",NA,13152,NA,9,2,NA,491,"Dormitory",1.5,"Medium Risk"
23,3,"Engineering","Graduate","Not Working",2.51,11,0,0,"None",8652,13602,NA,2,4,4,230,"Dormitory",0.4,"Low Risk"
18,1,"Liberal Arts","Undergraduate","Not Working",2.83,17,0,0,"None",7868,5657,NA,5,4,6,25,"Home",1,"Low Risk"
22,1,"Science","Graduate","Not Working",0.29,7,2,2,"None",NA,8908,"Current",12,2,2,88,"Apartment",0.5,"High Risk"
23,5,"Medicine","Undergraduate",NA,1.5,9,0,0,"None",47472,15166,NA,28,0,2,73,"Home",2.9,"High Risk"
19,1,"Business","Undergraduate","Not Working",2.07,12,0,0,"None",32610,10416,"Current",6,3,NA,5,"Home",0.5,"Low Risk"
23,2,"Medicine","Undergraduate","Not Working",3.56,13,0,0,"None",10824,10203,"Delayed",0,5,7,226,"Dormitory",0.6,"Low Risk"
21,4,"Liberal Arts","Graduate","Not Working",1.47,8,3,0,"None",56840,8186,"Current",9,3,NA,65,"Home",2.6,"Medium Risk"
27,3,"Business","Undergraduate","Working",1.9,12,0,0,"None",NA,12542,"Current",19,0,4,154,"Dormitory",1.4,"Medium Risk"
19,1,"Engineering","Undergraduate","Not Working",3.14,16,0,0,"Partial",109692,11682,"Current",0,3,7,143,"Apartment",0.2,"Low Risk"
18,6,"Engineering","Undergraduate","Not Working",3.58,19,1,0,"None",60198,9052,"Current",4,3,9,37,"Home",1.5,"Low Risk"
25,2,"Liberal Arts","Graduate","Working",1.39,13,2,2,"None",78722,10708,"Current",19,0,NA,33,"Apartment",0.8,"Medium Risk"
21,3,"Science","Undergraduate","Not Working",4,16,0,0,"None",152404,10186,"Current",0,3,10,24,"Home",1,"Low Risk"
18,1,"Business","Graduate",NA,3.67,10,0,0,"Partial",35697,9995,NA,0,3,7,255,"Apartment",1,"Low Risk"
21,3,"Science","Undergraduate","Not Working",3.28,15,1,0,"None",86913,10324,"Current",3,0,7,9,"Home",0.5,"Low Risk"
22,3,"Business","Undergraduate","Working",2.97,13,0,0,"None",26141,9470,"Current",6,1,7,459,"Dormitory",0.9,"Low Risk"
19,3,"Business","Undergraduate",NA,1.11,14,7,2,"None",17120,9743,"Delayed",17,0,NA,40,"Home",1.6,"High Risk"
23,3,"Business","Undergraduate","Working",2.68,12,1,0,"None",140397,9862,"Current",13,0,6,96,"Apartment",1.1,"Low Risk"
20,6,"Engineering","Undergraduate","Not Working",2.13,17,1,0,"None",47192,10268,"Delayed",3,1,5,19,"Home",0.8,"Low Risk"
19,5,"Business","Undergraduate","Not Working",1.31,16,1,0,"None",5602,12171,NA,11,2,1,449,"Dormitory",1.2,"High Risk"
19,1,"Liberal Arts","Undergraduate","Not Working",3.61,20,0,0,"Partial",56886,10458,"Current",0,3,5,226,"Dormitory",0.2,"Low Risk"
20,3,"Engineering","Undergraduate","Working",1.65,9,2,1,"Partial",27017,15886,"Delayed",12,1,5,313,"Dormitory",0.4,"Medium Risk"
20,1,"Engineering","Undergraduate","Not Working",3.65,14,0,0,"Full",NA,15398,NA,0,2,10,11,"Home",0.5,"Low Risk"
18,3,"Medicine","Undergraduate","Working",1.94,10,3,1,"None",54309,16164,"Current",14,1,3,55,"Home",2.2,"Medium Risk"
19,1,"Science","Undergraduate","Not Working",3.78,12,0,0,"None",82198,12080,"Current",0,2,NA,38,"Home",1.5,"Low Risk"
20,1,"Engineering","Undergraduate",NA,0.48,15,0,3,"None",79840,14780,"Current",12,2,NA,46,"Apartment",1.1,"High Risk"
19,1,"Science","Undergraduate","Not Working",3.39,17,0,0,"None",10200,12171,"Delayed",0,5,6,17,"Home",0.7,"Low Risk"
18,2,"Medicine","Undergraduate","Working",2.62,14,0,0,"Partial",49925,10805,"Current",9,1,5,298,"Apartment",1,"Low Risk"
20,3,"Science","Undergraduate","Not Working",3.9,13,0,0,"None",14331,12546,"Delayed",0,3,9,19,"Home",0.8,"Low Risk"
25,1,"Liberal Arts","Undergraduate","Not Working",1.89,19,1,1,"None",20575,9241,NA,12,3,2,46,"Home",1.8,"Medium Risk"
18,6,"Science","Undergraduate","Not Working",1.2,19,3,1,"None",253171,9001,"Current",11,3,NA,30,"Home",1.2,"High Risk"
23,5,"Engineering","Undergraduate","Not Working",2.94,15,0,0,"None",NA,7707,NA,0,5,7,289,"Apartment",1,"Low Risk"
23,4,"Business","Undergraduate","Not Working",2.9,18,0,0,"None",68825,8299,"Current",3,3,4,58,"Home",2.3,"Low Risk"
22,3,"Engineering","Graduate","Not Working",3.98,11,0,0,"None",89100,13249,"Current",0,3,10,209,"Apartment",0.9,"Low Risk"
19,1,"Liberal Arts","Undergraduate",NA,0.25,14,2,2,"None",16797,8208,NA,25,0,1,86,"Home",3.4,"High Risk"
18,1,"Engineering","Graduate",NA,0.54,8,1,1,"None",21415,12923,NA,16,2,NA,77,"Apartment",0.7,"High Risk"
20,3,"Engineering","Graduate","Working",2.31,10,0,0,"None",30924,14139,"Delayed",7,0,6,138,"Apartment",1.3,"Low Risk"
23,2,"Business","Undergraduate","Not Working",2,14,0,1,"None",63814,11103,"Current",3,3,3,5,"Home",0.5,"Low Risk"
22,1,"Engineering","Undergraduate","Not Working",3.95,17,0,0,"Partial",22464,11342,"Current",1,2,9,66,"Home",2.6,"Low Risk"
26,1,"Science","Undergraduate","Working",1.66,11,0,0,"None",11494,13346,"Delayed",18,0,6,48,"Apartment",1.1,"Medium Risk"
21,3,"Business","Undergraduate","Not Working",2.49,19,0,0,"None",68211,11083,"Current",6,2,4,49,"Home",2,"Low Risk"
19,1,"Liberal Arts","Undergraduate",NA,2.46,12,0,0,"None",NA,9355,"Current",14,0,4,33,"Home",1.3,"Low Risk"
18,4,"Engineering","Undergraduate","Not Working",3.87,20,0,0,"None",34561,12846,NA,0,3,10,34,"Home",1.4,"Low Risk"
21,4,"Engineering","Undergraduate","Working",2.82,11,0,0,"Partial",11910,9628,"Delayed",15,0,6,19,"Home",0.8,"Low Risk"
18,1,"Business","Graduate","Not Working",3.35,9,0,0,"Partial",21386,8986,"Current",0,4,NA,126,"Dormitory",0.4,"Low Risk"
20,2,"Liberal Arts","Graduate","Not Working",2.39,10,3,0,"None",NA,10193,NA,6,3,5,39,"Home",1.6,"Medium Risk"
22,2,"Business","Undergraduate","Not Working",2.17,20,1,1,"None",164422,9387,"Current",1,2,5,27,"Home",1.1,"Low Risk"
18,3,"Business","Graduate","Not Working",2.14,6,1,3,"None",45194,6310,"Current",7,4,NA,19,"Home",0.8,"Medium Risk"
20,1,"Business","Undergraduate","Not Working",4,17,0,0,"None",35689,12568,"Delayed",0,2,7,73,"Apartment",0.4,"Low Risk"
25,2,"Business","Graduate","Not Working",2.21,7,0,0,"None",NA,10942,NA,6,2,4,110,"Apartment",1.4,"Medium Risk"
23,1,"Medicine","Undergraduate","Not Working",2.38,16,0,0,"None",96579,15228,NA,6,3,5,320,"Dormitory",0.8,"Low Risk"
19,4,"Medicine","Graduate","Not Working",1.4,11,1,0,"None",41858,16496,NA,7,2,3,163,"Apartment",0.5,"Medium Risk"
20,1,"Medicine","Graduate","Not Working",1.74,9,1,2,"None",71959,18673,NA,18,2,5,82,"Home",3.3,"High Risk"
21,5,"Science","Graduate","Not Working",1.75,12,1,0,"None",76197,10292,"Current",8,2,5,32,"Apartment",0.9,"Medium Risk"
23,5,"Engineering","Undergraduate","Not Working",3.16,18,0,0,"None",NA,13493,NA,0,3,5,77,"Apartment",0.9,"Low Risk"
22,4,"Engineering","Undergraduate","Not Working",2.16,18,0,0,"None",NA,9548,NA,7,2,7,140,"Dormitory",0.3,"Low Risk"
22,4,"Engineering","Undergraduate","Not Working",2.42,18,0,0,"None",NA,11909,NA,2,3,7,17,"Home",0.7,"Low Risk"
20,5,"Business","Undergraduate",NA,1.4,15,1,0,"None",36025,5749,NA,8,1,2,5,"Home",0.5,"Medium Risk"
20,1,"Science","Graduate","Not Working",1.51,12,1,0,"None",33254,12233,NA,13,2,2,47,"Home",1.9,"Medium Risk"
22,3,"Engineering","Undergraduate","Not Working",2.93,21,1,0,"None",57326,11571,"Delayed",0,2,6,10,"Home",0.5,"Low Risk"
18,5,"Liberal Arts","Undergraduate","Working",1.06,9,4,5,"None",76735,11628,NA,21,0,2,28,"Home",1.1,"High Risk"
25,5,"Engineering","Graduate","Not Working",1.58,7,2,1,"None",83929,13373,"Current",8,2,4,652,"Dormitory",0.8,"High Risk"
20,4,"Engineering","Graduate","Not Working",1.23,11,1,1,"None",53036,13476,"Current",12,2,4,189,"Apartment",1.2,"Medium Risk"
22,3,"Science","Undergraduate","Not Working",2.88,19,1,0,"None",88586,9718,"Current",10,2,8,101,"Dormitory",1.1,"Low Risk"
24,1,"Business","Undergraduate","Not Working",2.51,16,0,0,"None",NA,10735,NA,5,2,4,95,"Apartment",1.4,"Low Risk"
26,3,"Business","Undergraduate","Not Working",2.42,14,1,0,"None",27429,9863,"Delayed",5,3,5,9,"Home",0.5,"Low Risk"
19,6,"Business","Undergraduate","Working",0,15,4,1,"None",NA,12122,NA,27,0,2,231,"Dormitory",1.1,"High Risk"
21,1,"Business","Undergraduate","Not Working",1.11,14,2,3,"None",NA,7742,NA,10,4,4,263,"Dormitory",0.5,"High Risk"
18,3,"Engineering","Undergraduate","Not Working",2.43,16,1,1,"Partial",NA,13682,"Current",1,4,5,17,"Home",0.7,"Low Risk"
22,2,"Science","Undergraduate","Working",3.65,11,0,0,"None",30017,11935,"Delayed",5,0,9,147,"Dormitory",1,"Low Risk"
21,1,"Science","Undergraduate","Not Working",3.16,18,0,0,"None",35360,12626,"Current",0,3,7,388,"Apartment",0.6,"Low Risk"
22,4,"Engineering","Graduate","Not Working",3.58,12,0,0,"Full",28534,13241,"Current",0,2,10,324,"Dormitory",1,"Low Risk"
21,1,"Engineering","Undergraduate",NA,0.12,15,4,2,"None",21833,9124,"Delayed",12,2,0,55,"Apartment",0.7,"High Risk"
18,2,"Medicine","Undergraduate","Working",3.22,15,1,0,"None",15764,15780,NA,6,3,4,800,"Dormitory",1.1,"Low Risk"
19,4,"Medicine","Undergraduate","Not Working",2.64,14,0,0,"None",40734,15346,"Current",2,3,4,63,"Home",2.5,"Low Risk"
19,2,"Business","Graduate",NA,2.82,9,1,0,"None",117991,11191,"Current",7,2,7,41,"Home",1.6,"Low Risk"
23,2,"Engineering","Undergraduate","Not Working",0.91,17,3,2,"None",31938,11941,NA,10,1,4,5,"Home",0.5,"High Risk"
18,2,"Science","Undergraduate","Not Working",1.73,15,2,1,"None",NA,14113,NA,14,0,5,75,"Home",3,"Medium Risk"
23,1,"Liberal Arts","Undergraduate","Not Working",3.8,21,0,0,"None",61533,10314,"Current",0,2,8,12,"Home",0.5,"Low Risk"
25,2,"Engineering","Graduate","Working",2.99,11,2,0,"None",184375,10544,"Current",8,1,9,106,"Apartment",0.3,"Low Risk"
20,2,"Liberal Arts","Undergraduate","Not Working",2.72,16,0,0,"None",44913,12576,"Current",3,3,NA,71,"Apartment",1.2,"Low Risk"
21,1,"Science","Undergraduate","Not Working",1.79,16,1,0,"None",53080,9800,"Current",13,2,4,57,"Home",2.3,"Medium Risk"
24,5,"Liberal Arts","Graduate","Working",2.53,11,0,1,"None",86960,10671,"Current",12,0,5,357,"Apartment",0.8,"Medium Risk"
18,1,"Liberal Arts","Undergraduate","Not Working",3.46,15,0,0,"None",83156,11463,"Current",3,3,8,348,"Dormitory",1.4,"Low Risk"
18,3,"Engineering","Undergraduate","Working",2.56,10,2,0,"None",43385,10081,"Current",16,0,7,82,"Home",3.3,"Medium Risk"
23,4,"Engineering","Undergraduate","Not Working",2.48,21,2,0,"Partial",6850,15002,"Delayed",1,3,6,213,"Dormitory",0.5,"Low Risk"
18,6,"Liberal Arts","Undergraduate","Not Working",1.7,18,1,2,"None",85742,8554,"Current",7,2,4,5,"Home",0.5,"Medium Risk"
19,2,"Engineering","Undergraduate","Not Working",2.04,12,0,0,"None",12358,15031,NA,4,2,7,16,"Home",0.6,"Medium Risk"
23,3,"Business","Undergraduate","Working",1.64,9,1,0,"None",33762,7563,"Delayed",13,2,3,11,"Home",0.5,"Medium Risk"
21,1,"Science","Graduate","Working",2.05,10,1,0,"None",25782,13338,"Delayed",20,0,4,53,"Home",2.1,"Medium Risk"
21,1,"Engineering","Undergraduate","Not Working",1.75,19,0,2,"None",141162,12129,"Current",6,4,6,629,"Apartment",0.7,"Medium Risk"
19,2,"Science","Graduate","Not Working",2.3,6,0,0,"None",68839,12873,"Current",3,2,3,259,"Dormitory",0.6,"Low Risk"
26,2,"Science","Graduate","Not Working",0.98,9,3,1,"None",12713,15025,NA,11,4,3,201,"Dormitory",0.2,"High Risk"
25,2,"Business","Undergraduate","Working",2.99,10,1,0,"Full",14411,5045,"Current",9,0,6,18,"Home",0.7,"Low Risk"
21,2,"Engineering","Undergraduate","Not Working",3.06,12,2,0,"None",28471,12325,"Delayed",0,2,8,15,"Home",0.6,"Low Risk"
18,1,"Engineering","Graduate","Not Working",4,11,0,0,"Partial",15543,11562,NA,0,3,10,120,"Dormitory",0.3,"Low Risk"
18,3,"Engineering","Graduate",NA,2.4,6,0,0,"None",61820,11734,"Current",2,1,8,145,"Apartment",0.6,"Medium Risk"
22,1,"Liberal Arts","Graduate","Not Working",3.84,12,0,0,"Partial",63538,7884,"Current",0,4,6,61,"Apartment",0.8,"Low Risk"
20,3,"Medicine","Undergraduate","Not Working",2.47,14,1,0,"None",NA,14551,NA,10,2,5,482,"Dormitory",0.9,"Low Risk"
20,1,"Business","Graduate","Not Working",0.95,10,0,1,"None",NA,8271,NA,12,1,2,56,"Apartment",0.4,"Medium Risk"
20,4,"Business","Undergraduate","Working",2.85,11,1,0,"Full",35451,7971,"Current",11,0,NA,125,"Dormitory",0.2,"Low Risk"
25,4,"Business","Undergraduate","Not Working",2.31,16,1,0,"None",48352,11072,"Current",4,1,2,5,"Home",0.5,"Low Risk"
22,2,"Engineering","Graduate","Not Working",2.29,8,1,0,"None",72154,10404,"Current",5,1,7,727,"Apartment",1.2,"Low Risk"
20,1,"Science","Undergraduate","Not Working",1.34,21,2,0,"None",103254,7293,"Current",11,2,3,5,"Home",0.5,"Medium Risk"
