"student.id","school.type","gender","location","ach","learn.style","study.hr","extra.act","extra.act.hr","self.esteem","social.skill","satisfac","sch.belong_ordinal","sch.absent","par.involv_ordinal","motiv_ordinal","acad.goal","time.manage1","time.manage2","acad.axiety1","acad.axiety2","acad.axiety3","acad.axiety4","acad.axiety5","teach.sup1","teach.sup2","teach.sup3","teach.sup4","teach.sup5","lrn.environ1","lrn.environ2","lrn.environ3","lrn.environ4","lrn.environ5"
1785,"Private","หญิง","ภาคกลาง",27.37775763907476,"เรียนผ่านการลงมือทำ",4.6,"ชมรมวิชาการ",3,9.8,5,3,"1",17,"1","1","เพื่อศึกษาต่อในต่างประเทศ",9.6,0.2,"3","2","3","3","3","1","1","3","3","3","3","2","2","3","3"
1786,"Private","ชาย","ภาคใต้",18.972491937433904,"เรียนผ่านการอ่าน-เขียน",3.8,"กีฬา",1.4,5.8,7.7,4,"1",22,"1","1","เพื่อศึกษาต่อในประเทศ",14.6,0.9,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
1787,"Private","หญิง","ภาคเหนือ",55.734796669772486,"เรียนผ่านการลงมือทำ",6.4,"ศิลปะ",1.2,6.4,10.8,4,"1",8,"4","2","เพื่อศึกษาต่อในประเทศ",13.2,12.6,"4","3","4","3","4","3","3","3","3","3","4","3","4","5","3"
1788,"Private","ชาย","ภาคใต้",36.07057797804961,"เรียนผ่านการอ่าน-เขียน",3.8,"ชมรมวิชาการ",1.3,7.7,9.5,3,"1",13,"3","1","เพื่อศึกษาต่อในประเทศ",15.2,10.1,"3","3","3","3","2","3","3","3","3","3","3","2","1","3","2"
1789,"Private","ชาย","ภาคกลาง",49.212330426146444,"เรียนผ่านการอ่าน-เขียน",1.8,"ชมรมวิชาการ",3.4,7,9.7,4,"2",9,"5","2","เพื่อศึกษาต่อในประเทศ",7.1,6.3,"3","3","3","3","3","3","3","3","2","3","3","3","3","2","3"
1790,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",37.26266589265059,"เรียนผ่านการอ่าน-เขียน",8.3,"ชมรมวิชาการ",1.4,6.9,5.1,3,"3",7,"2","1","เพื่อศึกษาต่อในต่างประเทศ",11.9,9,"3","3","3","3","3","2","3","1","2","2","3","3","3","3","3"
1791,"Public","หญิง","ภาคกลาง",34.380701233046004,"เรียนผ่านการฟัง",7.8,"กีฬา",2.8,8.8,8.5,2,"3",6,"3","3","เพื่อศึกษาต่อในประเทศ",9.2,8.1,"3","3","3","3","3","3","3","3","3","3","2","3","3","3","3"
1792,"Public","ชาย","ภาคเหนือ",41.24278408904967,"เรียนผ่านการลงมือทำ",7.2,"ศิลปะ",2.3,7.4,10.5,2,"1",7,"3","1","เพื่อศึกษาต่อในประเทศ",13.9,16.3,"3","2","3","2","3","3","2","3","3","3","3","3","3","1","3"
1793,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",45.35818200757848,"เรียนผ่านการลงมือทำ",3.7,"ชมรมวิชาการ",1.9,7.8,7.8,2,"3",10,"3","2","เพื่อศึกษาต่อในประเทศ",11.7,7.6,"3","3","3","2","2","2","3","3","3","3","2","2","3","3","3"
1794,"Private","ชาย","ภาคเหนือ",55.014330931091756,"เรียนผ่านการอ่าน-เขียน",2.6,"ชมรมวิชาการ",2.1,2.5,8.9,4,"3",9,"2","3","เพื่อศึกษาต่อในประเทศ",6.2,3.8,"3","3","3","3","3","3","3","4","3","3","3","3","3","4","3"
1795,"Public","ชาย","ภาคกลาง",43.02099799410542,"เรียนผ่านการลงมือทำ",8.9,"กีฬา",1,7.8,9.7,2,"3",10,"4","4","เพื่อศึกษาต่อในประเทศ",7.9,8.6,"2","3","1","3","3","3","3","3","3","3","1","3","1","1","2"
1796,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",56.61141039455583,"เรียนผ่านการอ่าน-เขียน",7.7,"ชมรมวิชาการ",0.9,10,10.7,5,"3",11,"3","5","เพื่อศึกษาต่อในประเทศ",11.5,10,"3","4","3","3","4","3","3","5","3","3","5","3","3","3","3"
1797,"Public","หญิง","ภาคใต้",43.015148870168396,"เรียนผ่านการอ่าน-เขียน",8.2,"กีฬา",2.7,4.4,5.8,2,"1",13,"2","1","ยังไม่มีเป้าหมายชัดเจน",14.1,7.4,"3","2","3","2","1","1","3","1","2","3","3","1","2","1","2"
1798,"Private","ชาย","ภาคเหนือ",55.57587764818894,"เรียนผ่านการอ่าน-เขียน",8.2,"กีฬา",1.5,12.6,9.6,3,"3",10,"5","3","เพื่อศึกษาต่อในประเทศ",12,11.1,"3","3","3","3","3","3","3","3","3","3","3","3","2","3","3"
1799,"Private","ชาย","ภาคเหนือ",64.92397178798593,"เรียนผ่านการอ่าน-เขียน",6.1,"ชมรมวิชาการ",3.8,7.9,9.8,4,"3",8,"3","2","เพื่อศึกษาต่อในประเทศ",11.8,10.5,"3","4","3","3","3","3","3","3","2","3","3","3","4","4","3"
1800,"Public","หญิง","ภาคกลาง",47.57474536696209,"เรียนผ่านการฟัง",7,"ศิลปะ",2.4,8.1,6.2,3,"3",9,"1","1","เพื่อศึกษาต่อในประเทศ",7.8,1.7,"3","3","3","2","3","3","3","3","3","3","3","2","3","3","1"
1801,"Public","ชาย","ภาคเหนือ",13.734718415193232,"เรียนผ่านการอ่าน-เขียน",1.1,"กีฬา",3.3,7.4,6.2,3,"1",23,"1","1","เพื่อศึกษาต่อในประเทศ",6.8,0.1,"3","2","3","3","3","3","3","3","3","3","3","3","3","3","3"
1802,"Private","หญิง","ภาคใต้",43.54625652187583,"เรียนผ่านการฟัง",3.6,"กีฬา",2.3,5.1,7.5,2,"3",11,"3","1","เพื่อศึกษาต่อในประเทศ",15.7,11.6,"3","3","2","2","2","3","3","3","3","3","3","2","3","1","3"
1803,"Public","ชาย","ภาคใต้",43.13999867672256,"เรียนผ่านการอ่าน-เขียน",5.3,"ชมรมวิชาการ",1.4,5.1,6.2,2,"3",7,"3","1","เพื่อศึกษาต่อในประเทศ",12.6,10,"2","3","3","3","2","2","3","3","3","3","2","3","2","1","3"
1804,"Public","หญิง","ภาคใต้",36.249857848483714,"เรียนผ่านการลงมือทำ",10.2,"กีฬา",2.2,11.9,11.3,2,"1",19,"3","3","เพื่อศึกษาต่อในประเทศ",10.8,3.8,"3","3","3","2","3","4","5","4","4","5","2","1","3","1","3"
1805,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",33.73929318814806,"เรียนผ่านการลงมือทำ",2.5,"ศิลปะ",3.4,5.4,5.2,2,"3",11,"2","2","เพื่อศึกษาต่อในประเทศ",11.9,6.3,"2","2","2","3","3","2","3","3","3","3","3","1","1","2","3"
1806,"Private","ชาย","ภาคใต้",71.36929680066469,"เรียนผ่านการลงมือทำ",6,"ชมรมวิชาการ",0.9,5.1,11.7,5,"5",10,"2","5","เพื่อศึกษาต่อในประเทศ",10.2,8.4,"3","3","4","3","3","3","3","5","4","5","3","3","3","4","3"
1807,"Private","หญิง","ภาคใต้",36.32387634908857,"เรียนผ่านการอ่าน-เขียน",2.9,"ชมรมวิชาการ",0.6,3.6,6,3,"3",12,"1","1","ยังไม่มีเป้าหมายชัดเจน",9.8,2.2,"3","3","3","3","3","3","2","3","3","2","2","3","2","3","3"
1808,"Public","ชาย","ภาคกลาง",29.794676470265202,"เรียนผ่านการลงมือทำ",6.8,"กีฬา",2,2.6,5.8,2,"1",14,"2","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",7.1,0.3,"3","2","3","3","3","3","1","1","1","1","3","2","3","2","1"
1809,"Private","หญิง","ภาคใต้",60.73301590263195,"เรียนผ่านการอ่าน-เขียน",5.8,"ชมรมวิชาการ",2.9,9.8,9.5,4,"1",8,"3","3","เพื่อศึกษาต่อในประเทศ",7.7,10.2,"3","3","3","3","3","2","3","3","3","3","3","4","3","3","3"
1810,"Private","ชาย","ภาคเหนือ",68.01572618430207,"เรียนผ่านการอ่าน-เขียน",4.7,"กีฬา",2.9,9.1,10.1,4,"5",9,"3","4","เพื่อศึกษาต่อในประเทศ",13.1,12.1,"3","3","3","3","3","3","3","3","3","3","4","4","3","3","4"
1811,"Public","หญิง","ภาคเหนือ",38.50127724037849,"เรียนผ่านการลงมือทำ",6,"กีฬา",1.3,4.4,8,1,"2",10,"3","1","เพื่อศึกษาต่อในประเทศ",3.4,0.6,"1","1","1","1","1","3","3","2","3","3","1","1","1","1","1"
1812,"Private","หญิง","ภาคใต้",59.318097527527755,"เรียนผ่านการฟัง",4.6,"กีฬา",0.6,7.3,10.1,3,"3",9,"3","5","เพื่อศึกษาต่อในประเทศ",11.4,9.7,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
1813,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",40.3084574013194,"เรียนผ่านการอ่าน-เขียน",3.9,"กีฬา",0.8,4.3,9.3,3,"3",8,"4","3","เพื่อศึกษาต่อในประเทศ",9.2,9.2,"3","3","3","3","3","3","2","3","3","2","3","3","3","3","3"
1814,"Private","ชาย","ภาคกลาง",43.40396999713286,"เรียนผ่านการลงมือทำ",6.7,"กีฬา",2,6.3,11.3,3,"3",12,"5","3","เพื่อศึกษาต่อในประเทศ",6.1,5.3,"3","2","3","3","3","3","3","3","3","3","2","3","3","3","3"
1815,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",49.32977763806591,"เรียนผ่านการอ่าน-เขียน",8.4,"ชมรมวิชาการ",1.4,11.7,7.9,3,"3",15,"4","3","เพื่อศึกษาต่อในประเทศ",10.3,2.2,"3","3","3","3","3","3","3","3","2","3","3","3","3","3","3"
1816,"Private","ชาย","ภาคใต้",63.52060388849512,"เรียนผ่านการลงมือทำ",4.5,"กีฬา",1.9,5.1,12.9,4,"5",5,"3","3","เพื่อศึกษาต่อในประเทศ",15.9,17.7,"3","3","3","3","3","5","3","3","3","4","3","3","3","3","3"
1817,"Private","หญิง","ภาคกลาง",49.785669786041026,"เรียนผ่านการลงมือทำ",3.3,"กีฬา",3.3,7.3,8.7,3,"4",7,"4","5","เพื่อศึกษาต่อในประเทศ",15,15.8,"3","3","3","3","3","3","3","3","3","3","3","1","2","3","3"
1818,"Private","ชาย","ภาคกลาง",45.21054177161907,"เรียนผ่านการลงมือทำ",7.9,"กีฬา",2.1,11.8,10.3,4,"1",17,"4","5","เพื่อศึกษาต่อในประเทศ",8.4,1,"3","3","3","3","3","2","3","3","3","2","3","3","4","3","4"
1819,"Public","หญิง","ภาคใต้",47.66970657648636,"เรียนผ่านการฟัง",8.1,"ศิลปะ",2.3,6.8,10,2,"3",11,"3","4","เพื่อศึกษาต่อในประเทศ",10.6,7.1,"3","3","3","3","3","3","4","4","3","3","2","3","2","3","2"
1820,"Private","หญิง","ภาคเหนือ",52.960804787473236,"เรียนผ่านการฟัง",6.6,"ศิลปะ",2.4,4.4,8.2,3,"3",13,"3","3","เพื่อศึกษาต่อในประเทศ",12.7,7.7,"3","3","3","3","3","3","3","3","3","2","3","3","3","2","3"
1821,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",55.09855483619927,"เรียนผ่านการลงมือทำ",6.1,"กีฬา",3,13.4,8.3,2,"3",11,"2","3","เพื่อศึกษาต่อในประเทศ",8.8,3.9,"2","2","3","3","3","3","3","3","3","3","3","2","3","3","3"
1822,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",51.94563429654155,"เรียนผ่านการฟัง",8.1,"ศิลปะ",2.3,5.1,8.9,4,"2",12,"2","1","เพื่อศึกษาต่อในต่างประเทศ",11.1,7,"3","4","3","3","3","3","3","2","2","3","3","4","4","3","3"
1823,"Public","ชาย","ภาคกลาง",52.22063594556618,"เรียนผ่านการอ่าน-เขียน",7.8,"ชมรมวิชาการ",2.1,5.3,11.6,3,"3",11,"3","2","เพื่อศึกษาต่อในประเทศ",11,8.2,"3","3","3","2","2","3","3","3","4","4","3","3","3","2","3"
1824,"Public","หญิง","ภาคเหนือ",76.89098967352523,"เรียนผ่านการฟัง",12.2,"กีฬา",1.8,6.9,11.8,3,"4",6,"5","5","เพื่อศึกษาต่อในประเทศ",14.9,17.6,"3","3","3","3","3","3","3","2","3","3","2","3","3","3","3"
1825,"Private","ชาย","ภาคใต้",45.711576149567385,"เรียนผ่านการอ่าน-เขียน",3.9,"กีฬา",2.4,13.8,9.7,4,"3",7,"3","3","เพื่อศึกษาต่อในประเทศ",15,15.2,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
1826,"Private","หญิง","ภาคเหนือ",48.89100299179676,"เรียนผ่านการอ่าน-เขียน",5.8,"ชมรมวิชาการ",1.3,4.9,12.3,4,"2",11,"4","1","เพื่อศึกษาต่อในประเทศ",10.4,8.7,"3","3","3","3","3","3","3","2","3","3","3","3","3","3","3"
1827,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",37.09661534744693,"เรียนผ่านการอ่าน-เขียน",9.2,"กีฬา",1.7,7.4,9.4,2,"5",11,"3","4","เพื่อศึกษาต่อในประเทศ",2.3,0.5,"1","2","3","2","2","5","5","5","5","5","1","1","2","3","2"
1828,"Public","ชาย","ภาคใต้",21.635426712947588,"เรียนผ่านการลงมือทำ",6.5,"ศิลปะ",0.8,3,5.5,3,"1",12,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",11.7,3.7,"3","3","3","3","3","3","3","3","2","2","3","3","3","3","2"
1829,"Private","ชาย","ภาคใต้",42.31134207012079,"เรียนผ่านการลงมือทำ",4.2,"กีฬา",3,7.7,7.3,3,"2",8,"3","1","เพื่อศึกษาต่อในประเทศ",13.3,11.1,"1","2","3","3","3","3","3","3","3","3","3","3","3","1","2"
1830,"Private","ชาย","ภาคใต้",45.610184020978345,"เรียนผ่านการลงมือทำ",0,"กีฬา",2.5,2,9.3,3,"2",8,"3","1","เพื่อศึกษาต่อในประเทศ",11.7,11.2,"3","2","3","3","1","3","3","3","1","3","2","2","3","2","3"
1831,"Public","ชาย","ภาคเหนือ",61.550294035589275,"เรียนผ่านการลงมือทำ",11.9,"กีฬา",1,7.6,9.9,2,"3",10,"3","5","เพื่อศึกษาต่อในประเทศ",10.2,9.9,"3","3","2","3","2","3","1","3","3","3","3","2","3","3","2"
1832,"Private","ชาย","ภาคใต้",48.819250693765476,"เรียนผ่านการลงมือทำ",12,"ศิลปะ",1.7,3.8,10.9,4,"2",6,"3","3","เพื่อศึกษาต่อในประเทศ",13.9,17.3,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
1833,"Private","ชาย","ภาคใต้",45.57175406556265,"เรียนผ่านการลงมือทำ",6,"กีฬา",0.5,4,9.3,4,"3",12,"2","3","เพื่อศึกษาต่อในต่างประเทศ",9.2,3.7,"3","3","3","3","3","3","3","3","2","3","3","3","3","4","3"
1834,"Private","หญิง","ภาคเหนือ",64.29153523899706,"เรียนผ่านการลงมือทำ",6.4,"ชมรมวิชาการ",1.3,4.7,14.8,5,"3",9,"5","5","เพื่อศึกษาต่อในประเทศ",7.8,9.7,"5","3","3","3","4","3","3","3","3","3","5","4","3","4","3"
1835,"Public","หญิง","ภาคกลาง",40.65971192546302,"เรียนผ่านการลงมือทำ",5.1,"ศิลปะ",2.6,2.2,11.4,3,"3",9,"3","3","เพื่อศึกษาต่อในประเทศ",11.7,12,"3","3","3","3","3","3","3","5","5","3","3","3","3","3","3"
1836,"Public","หญิง","ภาคกลาง",62.94467150603173,"เรียนผ่านการฟัง",11.3,"ศิลปะ",0.9,7.2,9.7,2,"3",4,"4","3","เพื่อศึกษาต่อในประเทศ",16.7,19,"3","2","2","2","2","3","2","3","3","3","2","1","3","3","2"
1837,"Public","หญิง","ภาคกลาง",44.65207943691279,"เรียนผ่านการฟัง",11.4,"ศิลปะ",2.3,9,9.3,2,"1",12,"3","3","เพื่อศึกษาต่อในประเทศ",12.6,8.7,"2","2","1","1","1","2","3","3","3","3","2","1","3","1","2"
1838,"Public","หญิง","ภาคกลาง",31.69399149825698,"เรียนผ่านการฟัง",9.5,"กีฬา",0.9,7.5,8,4,"3",11,"2","1","เพื่อศึกษาต่อในต่างประเทศ",8.6,5,"3","3","3","3","3","3","3","3","3","3","4","3","3","3","3"
1839,"Private","ชาย","ภาคกลาง",50.16313029358949,"เรียนผ่านการลงมือทำ",5.7,"กีฬา",2.1,8.1,9.9,3,"3",9,"1","2","เพื่อศึกษาต่อในประเทศ",9.2,6.4,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
1840,"Private","หญิง","ภาคใต้",51.52269403239854,"เรียนผ่านการลงมือทำ",7.1,"ชมรมวิชาการ",0.6,11,11.9,3,"5",5,"4","3","เพื่อศึกษาต่อในประเทศ",9,11.6,"3","3","3","3","3","3","3","3","4","3","3","4","2","3","3"
1841,"Private","ชาย","ภาคกลาง",66.26247961732736,"เรียนผ่านการอ่าน-เขียน",8.8,"ชมรมวิชาการ",2.6,6.6,13.6,5,"4",10,"4","5","เพื่อศึกษาต่อในประเทศ",8.6,8.4,"3","3","3","3","4","3","4","4","4","4","5","4","3","3","3"
1842,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",40.109230551161865,"เรียนผ่านการอ่าน-เขียน",1.9,"กีฬา",0.9,9.2,9.2,3,"3",12,"1","3","เพื่อศึกษาต่อในประเทศ",6.8,3.2,"3","3","3","3","2","4","3","3","4","4","3","3","3","3","2"
1843,"Public","หญิง","ภาคกลาง",50.628111577039284,"เรียนผ่านการลงมือทำ",12.1,"กีฬา",0.6,10,9.7,2,"3",11,"4","3","เพื่อศึกษาต่อในประเทศ",9.5,8.1,"2","3","2","3","2","3","3","3","3","3","1","3","2","2","2"
1844,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",54.50191304732141,"เรียนผ่านการลงมือทำ",7.5,"กีฬา",1.8,7.3,12.5,3,"3",7,"5","5","เพื่อศึกษาต่อในประเทศ",14.5,17.1,"2","2","3","3","3","3","3","3","3","3","2","3","3","3","3"
1845,"Public","หญิง","ภาคกลาง",38.48637458778552,"เรียนผ่านการฟัง",7.6,"ศิลปะ",1.5,7.1,6.9,2,"3",8,"3","3","เพื่อศึกษาต่อในประเทศ",11.5,9.2,"3","3","2","3","3","3","3","3","3","3","2","3","3","3","3"
1846,"Public","หญิง","ภาคกลาง",22.69155091789137,"เรียนผ่านการลงมือทำ",2,"กีฬา",1.3,2,6.7,2,"1",15,"1","1","เพื่อศึกษาต่อในประเทศ",11.2,2.5,"2","3","1","2","2","3","3","3","3","3","3","2","2","1","2"
1847,"Public","ชาย","ภาคกลาง",27.570137130201967,"เรียนผ่านการลงมือทำ",9.4,"กีฬา",1.7,4.7,5.6,1,"2",13,"3","1","เพื่อศึกษาต่อในต่างประเทศ",6.8,1,"1","1","1","1","1","2","2","3","3","3","1","1","1","1","1"
1848,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",56.33223487851676,"เรียนผ่านการลงมือทำ",5.9,"ศิลปะ",0.9,5.2,15.7,3,"5",5,"5","5","เพื่อศึกษาต่อในประเทศ",12.3,18.2,"3","3","3","3","2","3","3","3","3","3","3","2","3","3","3"
1849,"Private","ชาย","ภาคเหนือ",52.452186090164304,"เรียนผ่านการฟัง",6.6,"ศิลปะ",1.5,13.8,9,3,"2",16,"5","3","เพื่อศึกษาต่อในประเทศ",10.1,5,"3","3","3","3","3","3","3","3","3","3","3","2","3","3","3"
1850,"Private","ชาย","ภาคกลาง",8.819540746758918,"เรียนผ่านการลงมือทำ",6.2,"กีฬา",2,0.3,8,3,"2",12,"3","1","ยังไม่มีเป้าหมายชัดเจน",11.3,8.6,"3","2","3","1","3","2","3","2","3","2","3","3","3","2","3"
1851,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",46.78648178240904,"เรียนผ่านการฟัง",7,"ศิลปะ",1.3,8,10.6,4,"3",8,"2","1","เพื่อศึกษาต่อในประเทศ",11,7.4,"3","3","3","3","4","4","3","3","3","4","3","3","3","3","3"
1852,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",15.136690628311053,"เรียนผ่านการอ่าน-เขียน",2.8,"ชมรมวิชาการ",2,1.7,3.5,2,"1",13,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",14.1,4.8,"3","3","3","3","3","1","1","1","1","1","2","3","3","3","2"
1853,"Public","ชาย","ภาคกลาง",28.47903085723845,"เรียนผ่านการลงมือทำ",6.2,"ศิลปะ",2.5,6.5,6.5,1,"1",12,"3","1","เพื่อศึกษาต่อในประเทศ",10.3,3.8,"2","1","2","2","1","2","3","3","3","3","3","1","2","1","2"
1854,"Public","หญิง","ภาคกลาง",55.28051673694139,"เรียนผ่านการอ่าน-เขียน",6.7,"กีฬา",4.1,7.7,9.6,2,"3",9,"3","4","เพื่อศึกษาต่อในประเทศ",10.4,11.8,"3","1","2","3","2","3","2","3","3","3","3","2","2","1","2"
1855,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",81.8632482556951,"เรียนผ่านการลงมือทำ",1.3,"กีฬา",4.1,7.6,12.3,4,"3",5,"3","5","เพื่อศึกษาต่อในประเทศ",18.6,19.6,"3","3","3","3","3","3","3","3","3","3","3","4","3","4","3"
1856,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",41.24424097245147,"เรียนผ่านการอ่าน-เขียน",4.6,"ชมรมวิชาการ",2,4.6,10.4,4,"3",6,"3","3","เพื่อศึกษาต่อในประเทศ",6.2,7.6,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
1857,"Public","ชาย","ภาคเหนือ",45.12490431698205,"เรียนผ่านการฟัง",7.7,"กีฬา",0.8,2,9.2,2,"3",10,"3","1","เพื่อศึกษาต่อในประเทศ",12.1,11.4,"3","1","3","3","3","3","3","3","2","3","3","3","3","2","1"
1858,"Public","ชาย","ภาคเหนือ",52.14425985729977,"เรียนผ่านการลงมือทำ",8,"ชมรมวิชาการ",2.5,12.6,7.8,1,"1",12,"3","1","เพื่อศึกษาต่อในประเทศ",16.1,13,"3","1","1","1","1","3","3","3","3","3","2","1","1","1","3"
1859,"Public","หญิง","ภาคกลาง",24.50666993761514,"เรียนผ่านการลงมือทำ",5.4,"กีฬา",0,9.4,6.8,2,"1",14,"1","1","เพื่อศึกษาต่อในประเทศ",11.1,2.8,"3","3","1","2","3","3","3","3","3","3","1","3","1","2","3"
1860,"Private","ชาย","ภาคกลาง",54.70746485349726,"เรียนผ่านการอ่าน-เขียน",6.9,"ชมรมวิชาการ",2.1,9,10.3,5,"1",9,"4","3","เพื่อศึกษาต่อในประเทศ",10.2,9.3,"3","4","4","3","3","3","2","3","3","2","3","3","3","4","3"
1861,"Private","ชาย","ภาคใต้",48.14354013093894,"เรียนผ่านการลงมือทำ",3.5,"ศิลปะ",1.3,1.7,9.3,5,"1",10,"3","2","เพื่อศึกษาต่อในประเทศ",10.1,5.8,"4","3","3","3","3","3","3","3","3","3","5","4","3","4","3"
1862,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",45.87955097427611,"เรียนผ่านการอ่าน-เขียน",10.5,"ชมรมวิชาการ",0.9,4.5,10.9,2,"3",15,"5","1","เพื่อศึกษาต่อในประเทศ",13.4,9.9,"3","2","2","3","3","3","3","3","3","3","3","2","1","1","1"
1863,"Private","หญิง","ภาคกลาง",34.186759527624325,"เรียนผ่านการอ่าน-เขียน",4.6,"ชมรมวิชาการ",2.7,5.6,9.3,4,"1",15,"3","1","เพื่อศึกษาต่อในประเทศ",13.6,8.8,"3","3","3","3","3","2","3","3","2","1","3","3","3","3","5"
1864,"Public","หญิง","ภาคเหนือ",48.17821484428201,"เรียนผ่านการลงมือทำ",2.8,"กีฬา",3.6,11,9.2,3,"2",10,"3","3","เพื่อศึกษาต่อในประเทศ",6.2,3.2,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
1865,"Private","หญิง","ภาคกลาง",59.992692529369904,"เรียนผ่านการลงมือทำ",5.7,"กีฬา",2.4,4.5,11.2,5,"3",9,"5","5","เพื่อศึกษาต่อในประเทศ",10.6,11.5,"4","3","3","3","4","3","1","3","1","3","4","3","3","3","4"
1866,"Private","ชาย","ภาคใต้",37.677033445031846,"เรียนผ่านการลงมือทำ",5.4,"ศิลปะ",1.1,11.2,7.6,4,"1",12,"1","3","เพื่อศึกษาต่อในประเทศ",15.6,8.5,"3","3","3","4","3","2","3","3","3","3","3","3","3","3","3"
1867,"Public","ชาย","ภาคกลาง",54.595287033849544,"เรียนผ่านการฟัง",7.7,"ศิลปะ",0.5,9.3,10.9,1,"3",5,"4","3","เพื่อศึกษาต่อในประเทศ",11.5,15.6,"1","1","3","2","1","4","3","3","3","3","1","2","1","1","1"
1868,"Public","หญิง","ภาคเหนือ",39.184640262113334,"เรียนผ่านการฟัง",4,"ศิลปะ",2.4,2.1,4.7,2,"1",15,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",12.4,0.4,"3","3","3","3","3","2","3","3","3","3","3","2","3","3","3"
1869,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",40.049191036412495,"เรียนผ่านการลงมือทำ",5.4,"กีฬา",0.1,8.1,8.8,1,"5",7,"3","3","เพื่อศึกษาต่อในประเทศ",9.4,9.9,"1","1","2","1","1","3","3","3","3","3","1","1","1","1","1"
1870,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",32.3395190868717,"เรียนผ่านการอ่าน-เขียน",10.6,"ชมรมวิชาการ",1.4,5.1,7.6,3,"3",16,"2","3","เพื่อศึกษาต่อในประเทศ",7.2,0.4,"3","3","3","3","3","3","3","2","3","3","3","3","3","3","3"
1871,"Public","หญิง","ภาคเหนือ",46.9361259521634,"เรียนผ่านการลงมือทำ",5.1,"กีฬา",3.1,8.1,8.1,3,"5",5,"3","3","เพื่อศึกษาต่อในต่างประเทศ",4.6,3.8,"3","3","3","3","3","3","3","3","3","2","3","3","3","2","3"
1872,"Public","หญิง","ภาคใต้",36.729297263014004,"เรียนผ่านการฟัง",7.8,"ศิลปะ",1.8,2.7,9.3,2,"5",10,"3","1","เพื่อศึกษาต่อในประเทศ",10.6,7.4,"3","3","3","3","3","4","3","3","5","3","3","1","3","3","3"
1873,"Public","ชาย","ภาคกลาง",35.47911089264992,"เรียนผ่านการลงมือทำ",1,"กีฬา",1.8,7.5,6.9,1,"4",13,"3","1","เพื่อศึกษาต่อในต่างประเทศ",7.7,0.3,"1","1","1","1","1","3","2","3","3","3","1","1","1","1","1"
1874,"Public","หญิง","ภาคเหนือ",52.87256443733368,"เรียนผ่านการอ่าน-เขียน",4.9,"ชมรมวิชาการ",3.8,10.8,13.1,3,"3",13,"3","3","เพื่อศึกษาต่อในประเทศ",11.1,8.1,"3","3","2","3","3","3","3","3","3","3","3","3","3","3","3"
1875,"Public","หญิง","ภาคกลาง",47.155781217264376,"เรียนผ่านการลงมือทำ",8.9,"ชมรมวิชาการ",0.3,2.6,9.8,3,"1",14,"3","2","เพื่อศึกษาต่อในประเทศ",12.6,10.2,"3","3","2","3","3","3","3","3","3","3","3","3","3","3","3"
1876,"Private","ชาย","ภาคเหนือ",56.23260745589161,"เรียนผ่านการอ่าน-เขียน",3.2,"ชมรมวิชาการ",3.3,4.1,8.7,4,"4",10,"2","3","เพื่อศึกษาต่อในต่างประเทศ",15.7,13.4,"4","3","3","3","3","3","3","2","2","2","3","3","3","4","3"
1877,"Private","หญิง","ภาคเหนือ",43.322515903742335,"เรียนผ่านการอ่าน-เขียน",3.6,"กีฬา",1.9,2.3,7.3,4,"4",12,"3","3","เพื่อศึกษาต่อในประเทศ",12,5.8,"3","3","3","3","3","1","3","3","3","3","3","3","3","3","3"
